,Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum
884,2011-06-03,10.6,16.0,20.2,2.0,1.6,15.0,11.0,95.0,60.0,1022.7,1022.0,7.0,6.0,11.6,14.8,1,1,2011,6,3,36,1.5707963267948966,4.319689898685965,-35.0247822,117.883608,5
885,2011-06-04,8.9,16.4,6.4,1.4,8.3,11.0,6.0,72.0,58.0,1023.3,1019.2,6.0,3.0,11.7,15.8,1,0,2011,6,4,36,1.9634954084936207,3.5342917352885173,-35.0247822,117.883608,5
886,2011-06-05,9.6,17.0,0.4,1.2,6.7,0.0,2.0,88.0,67.0,1020.9,1019.8,4.0,5.0,12.0,16.1,0,1,2011,6,5,36,3.1624176048919987,5.497787143782138,-35.0247822,117.883608,5
887,2011-06-06,10.5,15.7,20.2,0.8,4.0,17.0,15.0,68.0,64.0,1024.1,1024.0,3.0,7.0,14.6,15.1,1,1,2011,6,6,36,9.42477796076938,5.105088062083414,-35.0247822,117.883608,5
888,2011-06-07,12.7,17.6,2.8,1.4,2.9,13.0,19.0,63.0,62.0,1029.4,1028.4,7.0,5.0,15.0,16.6,1,0,2011,6,7,36,5.497787143782138,0.0,-35.0247822,117.883608,5
889,2011-06-08,14.1,18.2,0.0,1.4,6.2,20.0,19.0,64.0,68.0,1031.9,1029.6,3.0,6.0,17.3,17.6,0,0,2011,6,8,36,0.3926990816987241,0.3926990816987241,-35.0247822,117.883608,5
890,2011-06-09,10.9,18.5,1.0,1.4,9.3,6.0,9.0,85.0,60.0,1031.3,1027.8,2.0,4.0,12.2,18.1,0,0,2011,6,9,36,1.1780972450961724,0.7853981633974483,-35.0247822,117.883608,5
891,2011-06-10,11.5,18.5,0.0,2.8,4.7,6.0,4.0,68.0,45.0,1027.2,1024.7,6.0,7.0,13.9,18.0,0,0,2011,6,10,36,1.1780972450961724,1.1780972450961724,-35.0247822,117.883608,5
892,2011-06-11,10.2,18.9,0.0,1.8,8.3,4.0,6.0,76.0,47.0,1028.4,1026.2,4.0,2.0,12.0,18.1,0,0,2011,6,11,36,0.3926990816987241,1.1780972450961724,-35.0247822,117.883608,5
893,2011-06-12,9.9,19.4,0.0,3.2,9.4,4.0,9.0,74.0,43.0,1029.8,1026.8,1.0,0.0,11.8,18.8,0,0,2011,6,12,36,0.0,1.1780972450961724,-35.0247822,117.883608,5
894,2011-06-13,9.6,17.6,0.0,2.4,2.5,12.498985801217039,19.014801915542012,60.0,48.0,1024.8,1020.2,4.0,8.0,12.4,16.1,0,1,2011,6,13,36,3.1624176048919987,3.7765842736853723,-35.0247822,117.883608,5
895,2011-06-14,10.6,15.5,7.4,4.6,3.8,31.0,20.0,79.0,81.0,1013.2,1010.8,7.0,4.0,11.5,14.5,1,0,2011,6,14,36,3.1624176048919987,3.7765842736853723,-35.0247822,117.883608,5
896,2011-06-15,11.4,17.1,0.0,4.2,5.7,15.0,9.0,74.0,71.0,1012.3,1011.7,2.0,7.0,13.8,15.0,0,1,2011,6,15,36,1.9634954084936207,2.748893571891069,-35.0247822,117.883608,5
897,2011-06-16,10.8,16.3,6.8,3.8,4.1,6.0,7.0,51.0,93.0,1020.7,1022.0,7.0,7.0,14.5,13.2,1,1,2011,6,16,36,2.356194490192345,1.9634954084936207,-35.0247822,117.883608,5
898,2011-06-17,10.7,19.8,3.0,0.2,4.1,7.0,4.0,75.0,59.0,1024.7,1022.0,6.0,6.0,13.5,19.0,1,0,2011,6,17,36,1.9634954084936207,3.141592653589793,-35.0247822,117.883608,5
899,2011-06-18,13.0,18.6,0.0,1.6,5.0,9.0,31.0,70.0,62.0,1014.7,1013.4,7.0,6.0,16.0,17.1,0,1,2011,6,18,36,1.9634954084936207,3.141592653589793,-35.0247822,117.883608,5
900,2011-06-19,12.2,19.5,1.8,1.4,5.6,13.0,13.0,81.0,60.0,1016.6,1014.3,4.0,5.0,14.7,19.1,1,1,2011,6,19,36,2.356194490192345,2.748893571891069,-35.0247822,117.883608,5
901,2011-06-20,13.6,18.0,6.4,3.4,2.5,56.0,31.0,77.0,82.0,1017.7,1019.7,5.0,7.0,16.8,16.5,1,1,2011,6,20,36,4.319689898685965,4.319689898685965,-35.0247822,117.883608,5
902,2011-06-21,14.9,18.5,2.4,2.4,2.4,15.0,9.0,66.0,64.0,1027.0,1025.9,7.0,5.0,15.9,16.1,1,0,2011,6,21,36,3.5342917352885173,3.141592653589793,-35.0247822,117.883608,5
903,2011-06-22,12.0,20.8,0.0,0.2,5.2,9.0,4.0,65.0,55.0,1023.1,1018.2,7.0,3.0,13.7,19.5,0,0,2011,6,22,36,1.5707963267948966,2.356194490192345,-35.0247822,117.883608,5
904,2011-06-23,14.0,21.0,0.0,1.2,6.5,6.0,11.0,82.0,63.0,1015.7,1011.9,4.0,7.0,15.2,20.2,0,0,2011,6,23,36,2.356194490192345,2.356194490192345,-35.0247822,117.883608,5
905,2011-06-24,14.0,22.0,0.0,3.2,5.3,11.0,4.0,80.0,78.0,1007.0,1003.8,2.0,8.0,17.0,18.4,0,1,2011,6,24,36,1.9634954084936207,2.356194490192345,-35.0247822,117.883608,5
906,2011-06-25,10.5,17.6,18.6,4.2,7.8,7.0,2.0,82.0,68.0,1012.3,1015.0,2.0,2.0,12.0,16.2,1,0,2011,6,25,36,2.356194490192345,2.748893571891069,-35.0247822,117.883608,5
907,2011-06-26,10.8,19.6,0.0,1.6,8.0,11.0,2.0,74.0,64.0,1023.0,1022.4,4.0,4.0,13.5,17.8,0,0,2011,6,26,36,2.356194490192345,3.141592653589793,-35.0247822,117.883608,5
908,2011-06-27,9.6,20.6,0.0,0.8,5.2,4.0,11.0,81.0,48.0,1019.7,1012.9,4.0,6.0,10.2,20.0,0,1,2011,6,27,36,1.5707963267948966,1.9634954084936207,-35.0247822,117.883608,5
909,2011-06-28,10.2,15.5,3.0,5.0,0.8,19.0,4.0,82.0,87.0,1003.8,1002.9,7.0,6.0,14.1,14.4,1,1,2011,6,28,36,1.9634954084936207,2.748893571891069,-35.0247822,117.883608,5
910,2011-06-29,9.0,15.6,6.0,1.4,6.659152677857714,4.0,11.0,90.0,81.0,1012.8,1013.1,7.0,7.0,11.3,13.0,1,0,2011,6,29,36,2.356194490192345,3.5342917352885173,-35.0247822,117.883608,5
911,2011-06-30,6.6,16.6,0.0,1.2,6.659152677857714,2.0,15.0,84.0,81.0,1009.2,1003.1,2.0,6.0,9.4,14.8,0,1,2011,6,30,36,1.9634954084936207,1.9634954084936207,-35.0247822,117.883608,5
912,2011-07-01,7.8,13.3,20.2,2.4,4.8,19.0,22.0,91.0,78.0,1011.6,1009.9,3.0,5.0,9.6,12.1,1,1,2011,7,1,36,2.356194490192345,1.9634954084936207,-35.0247822,117.883608,5
913,2011-07-02,7.8,12.8,30.8,3.4,3.1,19.0,31.0,83.0,81.0,1010.9,1009.7,7.0,7.0,8.9,10.5,1,1,2011,7,2,36,2.356194490192345,3.5342917352885173,-35.0247822,117.883608,5
914,2011-07-03,8.2,12.4,14.6,3.8,0.7,15.0,19.0,86.0,75.0,1015.1,1017.8,8.0,8.0,9.8,11.8,1,1,2011,7,3,36,3.5342917352885173,3.9269908169872414,-35.0247822,117.883608,5
915,2011-07-04,9.5,13.6,6.8,2.8,2.4,9.0,19.0,76.0,60.0,1028.0,1029.0,7.0,7.0,12.0,13.3,1,0,2011,7,4,36,5.497787143782138,4.319689898685965,-35.0247822,117.883608,5
916,2011-07-05,7.2,14.2,0.8,1.6,3.9,6.0,15.0,92.0,69.0,1032.0,1029.5,7.0,5.0,9.4,13.6,0,1,2011,7,5,36,1.1780972450961724,3.9269908169872414,-35.0247822,117.883608,5
917,2011-07-06,9.4,13.9,2.4,2.6,1.1,15.0,24.0,82.0,73.0,1029.1,1028.7,6.0,6.0,12.5,13.2,1,1,2011,7,6,36,4.319689898685965,9.42477796076938,-35.0247822,117.883608,5
918,2011-07-07,9.1,15.1,3.2,1.8,2.6,6.0,11.0,89.0,84.0,1033.5,1032.6,5.0,7.0,10.0,12.4,1,1,2011,7,7,36,1.5707963267948966,5.890486225480862,-35.0247822,117.883608,5
919,2011-07-08,9.3,14.5,1.8,0.2,5.7,7.0,17.0,77.0,61.0,1036.0,1034.1,6.0,3.0,12.7,13.8,1,0,2011,7,8,36,9.42477796076938,5.497787143782138,-35.0247822,117.883608,5
920,2011-07-09,8.6,15.5,0.2,1.4,4.8,7.0,4.0,86.0,85.0,1035.0,1031.4,6.0,6.0,10.5,13.0,0,1,2011,7,9,36,1.5707963267948966,3.9269908169872414,-35.0247822,117.883608,5
921,2011-07-10,8.5,15.1,4.6,1.8,4.1,0.0,9.0,97.0,77.0,1031.2,1028.9,2.0,7.0,10.0,14.4,1,0,2011,7,10,36,3.1624176048919987,0.3926990816987241,-35.0247822,117.883608,5
922,2011-07-11,10.1,15.2,0.3,0.6,0.0,4.0,6.0,80.0,55.0,1027.8,1024.6,7.0,8.0,11.2,13.2,0,0,2011,7,11,36,1.5707963267948966,0.3926990816987241,-35.0247822,117.883608,5
923,2011-07-12,10.0,16.0,0.2,1.2,8.3,2.0,13.0,82.0,58.0,1023.1,1019.2,4.0,3.0,11.5,15.0,0,0,2011,7,12,36,2.748893571891069,0.0,-35.0247822,117.883608,5
924,2011-07-13,7.0,18.0,0.0,1.6,7.9,0.0,2.0,93.0,58.0,1020.8,1018.5,5.0,5.0,8.6,16.9,0,0,2011,7,13,36,3.1624176048919987,1.9634954084936207,-35.0247822,117.883608,5
925,2011-07-14,7.2,20.2,0.0,1.6,9.6,7.0,11.0,86.0,45.0,1021.2,1016.7,1.0,1.0,10.1,19.5,0,0,2011,7,14,36,1.1780972450961724,1.1780972450961724,-35.0247822,117.883608,5
926,2011-07-15,10.2,16.6,0.0,2.8,1.8,4.0,11.0,68.0,93.0,1008.3,1007.3,7.0,6.0,16.2,14.1,0,1,2011,7,15,36,1.9634954084936207,2.748893571891069,-35.0247822,117.883608,5
927,2011-07-16,10.0,17.0,9.8,1.6,8.1,4.0,19.0,75.0,58.0,1018.4,1018.8,6.0,4.0,12.0,15.3,1,0,2011,7,16,36,2.356194490192345,3.9269908169872414,-35.0247822,117.883608,5
928,2011-07-17,4.5,18.1,0.6,1.4,9.3,7.0,6.0,80.0,44.0,1024.2,1022.8,1.0,1.0,8.5,17.5,0,0,2011,7,17,36,3.141592653589793,1.9634954084936207,-35.0247822,117.883608,5
929,2011-07-18,1.8,17.7,0.0,1.8,8.3,0.0,7.0,85.0,43.0,1025.5,1021.5,1.0,3.0,6.6,16.4,0,0,2011,7,18,36,3.1624176048919987,1.1780972450961724,-35.0247822,117.883608,5
930,2011-07-19,4.5,18.2,0.0,1.2,7.9,6.0,7.0,73.0,60.0,1018.8,1015.3,1.0,2.0,11.4,16.8,0,0,2011,7,19,36,1.5707963267948966,1.5707963267948966,-35.0247822,117.883608,5
931,2011-07-20,7.4,17.5,0.0,2.0,3.4,6.0,7.0,87.0,88.0,1015.5,1015.0,7.0,8.0,11.0,13.0,0,1,2011,7,20,36,3.141592653589793,3.141592653589793,-35.0247822,117.883608,5
932,2011-07-21,4.6,16.0,7.4,1.8,8.5,0.0,4.0,96.0,81.0,1017.2,1014.7,1.0,1.0,8.3,13.3,1,0,2011,7,21,36,3.1624176048919987,0.7853981633974483,-35.0247822,117.883608,5
933,2011-07-22,6.2,18.6,0.0,1.0,7.4,6.0,4.0,77.0,54.0,1015.5,1014.0,1.0,7.0,11.3,17.8,0,1,2011,7,22,36,1.9634954084936207,3.141592653589793,-35.0247822,117.883608,5
934,2011-07-23,7.2,16.6,3.0,2.4,4.2,6.0,6.0,84.0,71.0,1020.3,1019.4,6.0,6.0,11.5,15.6,1,0,2011,7,23,36,2.748893571891069,3.9269908169872414,-35.0247822,117.883608,5
935,2011-07-24,5.0,20.0,0.0,1.0,2.9,6.0,6.0,80.0,58.0,1019.6,1017.0,7.0,5.0,10.6,19.0,0,0,2011,7,24,36,1.5707963267948966,1.5707963267948966,-35.0247822,117.883608,5
936,2011-07-25,8.2,19.2,0.0,1.4,2.0,6.0,0.0,91.0,71.0,1015.0,1012.8,4.0,8.0,12.8,17.5,0,1,2011,7,25,36,1.5707963267948966,3.7765842736853723,-35.0247822,117.883608,5
937,2011-07-26,10.5,19.5,8.2,0.8,4.9,9.0,6.0,77.0,62.0,1014.6,1013.5,7.0,4.0,14.6,18.4,1,0,2011,7,26,36,1.9634954084936207,3.141592653589793,-35.0247822,117.883608,5
938,2011-07-27,7.1,20.5,0.0,1.6,8.9,13.0,13.0,73.0,49.0,1012.5,1006.2,5.0,5.0,13.9,20.4,0,1,2011,7,27,36,1.5707963267948966,1.1780972450961724,-35.0247822,117.883608,5
939,2011-07-28,10.4,19.5,1.4,3.0,6.1,15.0,15.0,68.0,59.0,993.7,995.0,7.0,7.0,17.0,17.8,1,1,2011,7,28,36,1.9634954084936207,2.356194490192345,-35.0247822,117.883608,5
940,2011-07-29,7.8,16.8,10.8,6.2,3.5,4.0,9.0,76.0,64.0,1003.8,1003.0,7.0,6.0,12.7,16.3,1,1,2011,7,29,36,2.356194490192345,2.356194490192345,-35.0247822,117.883608,5
941,2011-07-30,9.4,19.9,15.6,2.2,7.6,19.0,13.0,73.0,51.0,1005.1,1003.3,3.0,6.0,15.0,19.5,1,1,2011,7,30,36,2.356194490192345,1.9634954084936207,-35.0247822,117.883608,5
942,2011-07-31,10.5,17.4,3.0,3.0,4.8,13.0,15.0,83.0,73.0,999.5,1002.3,7.0,7.0,13.0,12.9,1,1,2011,7,31,36,2.748893571891069,2.356194490192345,-35.0247822,117.883608,5
943,2011-08-01,7.7,21.0,6.4,3.4,8.3,17.0,19.0,71.0,57.0,1004.1,1001.7,2.0,5.0,15.1,18.6,1,1,2011,8,1,36,1.9634954084936207,2.356194490192345,-35.0247822,117.883608,5
944,2011-08-02,10.3,20.5,4.0,2.6,6.9,11.0,19.0,80.0,66.0,1007.2,1002.0,2.0,7.0,14.8,19.4,1,1,2011,8,2,36,2.356194490192345,3.141592653589793,-35.0247822,117.883608,5
945,2011-08-03,6.8,13.0,16.0,5.6,2.8,9.0,37.0,74.0,63.0,1013.4,1014.3,7.0,4.0,11.8,12.0,1,1,2011,8,3,36,2.748893571891069,3.9269908169872414,-35.0247822,117.883608,5
946,2011-08-04,6.2,14.0,12.0,3.0,8.6,17.0,20.0,66.0,62.0,1023.8,1024.9,5.0,6.0,13.0,13.2,1,0,2011,8,4,36,4.319689898685965,3.5342917352885173,-35.0247822,117.883608,5
947,2011-08-05,6.4,14.6,0.0,1.0,4.5,4.0,9.0,80.0,63.0,1027.6,1025.1,7.0,6.0,10.8,13.6,0,0,2011,8,5,36,1.5707963267948966,5.497787143782138,-35.0247822,117.883608,5
948,2011-08-06,2.8,16.4,0.0,2.0,9.5,9.0,9.0,72.0,47.0,1022.0,1016.6,1.0,1.0,9.1,15.8,0,0,2011,8,6,36,0.3926990816987241,1.1780972450961724,-35.0247822,117.883608,5
949,2011-08-07,6.8,19.8,0.2,4.0,7.1,15.0,6.0,62.0,54.0,1015.8,1013.7,7.0,5.0,14.5,18.6,0,0,2011,8,7,36,1.9634954084936207,1.9634954084936207,-35.0247822,117.883608,5
950,2011-08-08,7.4,19.0,0.2,0.8,5.3,13.0,7.0,82.0,81.0,1013.1,1011.1,6.0,7.0,13.6,13.6,0,1,2011,8,8,36,2.356194490192345,3.141592653589793,-35.0247822,117.883608,5
951,2011-08-09,7.5,15.0,12.4,2.8,6.2,20.0,6.0,78.0,85.0,1018.3,1019.2,7.0,7.0,13.8,13.5,1,1,2011,8,9,36,3.9269908169872414,3.5342917352885173,-35.0247822,117.883608,5
952,2011-08-10,5.8,16.2,8.8,1.8,7.5,0.0,7.0,83.0,75.0,1024.3,1022.2,5.0,5.0,11.4,15.4,1,0,2011,8,10,36,3.1624176048919987,5.497787143782138,-35.0247822,117.883608,5
953,2011-08-11,4.1,16.8,0.0,2.2,9.1,2.0,9.0,89.0,65.0,1024.2,1021.0,1.0,3.0,10.0,16.5,0,0,2011,8,11,36,1.9634954084936207,5.105088062083414,-35.0247822,117.883608,5
954,2011-08-12,5.4,19.3,0.0,0.6,9.3,6.0,6.0,71.0,39.0,1018.3,1013.3,0.0,4.0,11.4,19.0,0,0,2011,8,12,36,1.1780972450961724,1.1780972450961724,-35.0247822,117.883608,5
955,2011-08-13,8.0,21.7,0.0,2.0,5.1,6.0,13.0,76.0,47.0,1008.9,1002.8,7.0,7.0,14.9,21.4,0,1,2011,8,13,36,1.1780972450961724,1.5707963267948966,-35.0247822,117.883608,5
956,2011-08-14,8.1,16.1,9.4,4.2,7.4,15.0,9.0,70.0,73.0,1005.1,1008.8,6.0,5.0,12.1,14.4,1,0,2011,8,14,36,2.356194490192345,2.356194490192345,-35.0247822,117.883608,5
957,2011-08-15,7.2,18.5,0.8,1.6,6.3,11.0,6.0,73.0,85.0,1006.6,1000.9,1.0,8.0,14.0,12.8,0,1,2011,8,15,36,1.9634954084936207,3.141592653589793,-35.0247822,117.883608,5
958,2011-08-16,4.8,13.4,37.6,5.0,8.9,52.0,39.0,70.0,55.0,1013.5,1017.7,6.0,6.0,11.2,13.0,1,1,2011,8,16,36,3.9269908169872414,3.9269908169872414,-35.0247822,117.883608,5
959,2011-08-17,6.0,17.7,1.4,1.6,7.5,7.0,9.0,81.0,64.0,1022.7,1021.6,4.0,6.0,11.8,16.8,1,0,2011,8,17,36,2.748893571891069,2.356194490192345,-35.0247822,117.883608,5
960,2011-08-18,9.4,18.1,0.0,1.4,2.3,7.0,9.0,64.0,51.0,1023.4,1021.3,7.0,5.0,14.0,17.9,0,0,2011,8,18,36,1.9634954084936207,1.9634954084936207,-35.0247822,117.883608,5
961,2011-08-19,6.2,21.4,0.0,1.8,9.7,7.0,15.0,70.0,41.0,1021.0,1016.2,6.0,1.0,11.9,20.9,0,0,2011,8,19,36,1.5707963267948966,1.9634954084936207,-35.0247822,117.883608,5
962,2011-08-20,8.3,24.9,0.0,3.0,8.6,11.0,20.0,65.0,51.0,1015.3,1013.5,0.0,2.0,16.5,22.5,0,0,2011,8,20,36,2.356194490192345,1.9634954084936207,-35.0247822,117.883608,5
963,2011-08-21,11.2,26.5,1.0,3.2,4.5,11.0,31.0,74.0,37.0,1013.7,1008.4,7.0,7.0,17.5,25.2,0,1,2011,8,21,36,1.1780972450961724,1.9634954084936207,-35.0247822,117.883608,5
964,2011-08-22,11.5,16.7,24.4,9.0,5.2,9.0,11.0,79.0,75.0,1013.3,1018.8,8.0,6.0,14.9,12.5,1,0,2011,8,22,36,2.356194490192345,2.356194490192345,-35.0247822,117.883608,5
965,2011-08-23,4.8,19.4,0.8,1.6,10.3,9.0,17.0,65.0,50.0,1022.6,1017.0,1.0,2.0,12.1,18.5,0,1,2011,8,23,36,1.5707963267948966,2.356194490192345,-35.0247822,117.883608,5
966,2011-08-24,8.4,14.9,9.8,3.2,6.5,13.0,30.0,86.0,64.0,1021.8,1023.8,4.0,6.0,10.5,13.9,1,1,2011,8,24,36,2.356194490192345,3.9269908169872414,-35.0247822,117.883608,5
967,2011-08-25,8.1,17.1,3.8,1.0,5.4,9.0,7.0,82.0,56.0,1028.7,1026.4,3.0,7.0,11.3,15.5,1,0,2011,8,25,36,2.356194490192345,2.748893571891069,-35.0247822,117.883608,5
968,2011-08-26,7.9,17.6,0.0,2.2,7.0,6.0,19.0,67.0,82.0,1025.7,1022.5,6.0,6.0,12.8,14.6,0,0,2011,8,26,36,1.9634954084936207,3.141592653589793,-35.0247822,117.883608,5
969,2011-08-27,8.9,18.5,0.0,2.0,6.6,2.0,31.0,83.0,79.0,1022.3,1018.5,4.0,6.0,13.4,16.5,0,1,2011,8,27,36,2.748893571891069,3.5342917352885173,-35.0247822,117.883608,5
970,2011-08-28,11.2,17.0,1.4,2.2,4.1,2.0,13.0,89.0,86.0,1021.1,1020.5,8.0,6.0,13.9,15.2,1,0,2011,8,28,36,2.748893571891069,5.497787143782138,-35.0247822,117.883608,5
971,2011-08-29,10.1,18.3,0.4,1.4,8.2,6.0,22.0,83.0,80.0,1024.5,1020.9,6.0,6.0,14.5,17.0,0,0,2011,8,29,36,0.3926990816987241,0.0,-35.0247822,117.883608,5
972,2011-08-30,13.9,19.2,0.0,2.0,6.9,20.0,17.0,76.0,76.0,1017.7,1015.1,5.0,6.0,17.4,17.8,0,0,2011,8,30,36,0.0,5.890486225480862,-35.0247822,117.883608,5
973,2011-08-31,12.0,19.3,0.0,2.4,6.5,2.0,28.0,87.0,80.0,1015.9,1013.4,6.0,6.0,14.4,17.8,0,0,2011,8,31,36,3.141592653589793,3.5342917352885173,-35.0247822,117.883608,5
974,2011-09-01,9.5,21.8,0.0,2.2,9.8,0.0,19.0,94.0,49.0,1011.9,1006.0,2.0,2.0,12.5,21.6,0,1,2011,9,1,36,3.1624176048919987,1.9634954084936207,-35.0247822,117.883608,5
975,2011-09-02,12.0,16.4,3.2,4.2,5.9,9.0,6.0,67.0,87.0,1002.8,1005.7,2.0,8.0,14.9,10.4,1,1,2011,9,2,36,1.9634954084936207,2.748893571891069,-35.0247822,117.883608,5
976,2011-09-03,7.3,17.4,9.4,4.6,7.7,11.0,7.0,75.0,66.0,1014.3,1014.1,2.0,6.0,12.0,16.2,1,0,2011,9,3,36,2.356194490192345,2.748893571891069,-35.0247822,117.883608,5
977,2011-09-04,10.9,16.4,1.0,1.2,5.8,11.0,13.0,87.0,79.0,1020.9,1020.1,8.0,8.0,13.3,15.3,0,1,2011,9,4,36,2.748893571891069,1.9634954084936207,-35.0247822,117.883608,5
978,2011-09-05,11.0,15.2,2.6,1.2,3.9,41.0,31.0,73.0,65.0,1024.0,1026.8,6.0,8.0,14.5,14.2,1,0,2011,9,5,36,3.5342917352885173,3.5342917352885173,-35.0247822,117.883608,5
979,2011-09-06,10.3,15.5,0.2,2.6,4.4,6.0,30.0,75.0,72.0,1033.3,1031.3,7.0,5.0,13.0,14.8,0,0,2011,9,6,36,3.141592653589793,3.9269908169872414,-35.0247822,117.883608,5
980,2011-09-07,12.2,15.0,0.6,3.2,5.8,26.0,20.0,67.0,65.0,1036.4,1035.8,7.0,6.0,13.4,14.1,0,0,2011,9,7,36,9.42477796076938,9.42477796076938,-35.0247822,117.883608,5
981,2011-09-08,12.2,16.2,0.0,4.0,10.8,15.0,11.0,68.0,66.0,1039.5,1038.0,5.0,5.0,14.1,15.0,0,0,2011,9,8,36,5.105088062083414,5.890486225480862,-35.0247822,117.883608,5
982,2011-09-09,11.5,15.6,0.0,2.6,5.1,11.0,20.0,64.0,62.0,1040.9,1038.2,7.0,4.0,13.9,14.5,0,0,2011,9,9,36,5.497787143782138,0.0,-35.0247822,117.883608,5
983,2011-09-10,11.3,16.4,0.0,1.8,8.1,4.0,15.0,64.0,66.0,1039.2,1035.0,7.0,1.0,13.8,15.0,0,0,2011,9,10,36,1.5707963267948966,5.890486225480862,-35.0247822,117.883608,5
984,2011-09-11,7.0,22.6,0.0,2.2,10.7,4.0,9.0,83.0,43.0,1032.2,1026.8,1.0,0.0,11.7,22.0,0,0,2011,9,11,36,3.5342917352885173,1.5707963267948966,-35.0247822,117.883608,5
985,2011-09-12,7.1,25.1,0.0,3.8,10.7,4.0,6.0,73.0,32.0,1020.0,1015.3,0.0,1.0,13.8,24.8,0,1,2011,9,12,36,3.5342917352885173,2.748893571891069,-35.0247822,117.883608,5
986,2011-09-13,11.0,15.0,5.2,6.6,4.3,6.0,6.0,89.0,70.0,1023.0,1022.1,7.0,6.0,13.0,14.4,1,1,2011,9,13,36,3.141592653589793,5.105088062083414,-35.0247822,117.883608,5
987,2011-09-14,8.8,17.7,3.6,2.6,9.9,11.0,11.0,84.0,69.0,1021.1,1017.8,2.0,2.0,12.9,16.0,1,0,2011,9,14,36,2.356194490192345,3.5342917352885173,-35.0247822,117.883608,5
988,2011-09-15,11.8,21.0,0.6,3.0,7.8,6.0,19.0,72.0,80.0,1017.2,1014.7,6.0,2.0,16.3,17.1,0,1,2011,9,15,36,2.748893571891069,3.5342917352885173,-35.0247822,117.883608,5
989,2011-09-16,12.4,21.9,3.0,2.0,6.3,20.0,9.0,69.0,89.0,1011.3,1008.9,2.0,8.0,17.2,13.7,1,1,2011,9,16,36,1.9634954084936207,1.9634954084936207,-35.0247822,117.883608,5
990,2011-09-17,8.7,17.3,11.4,5.4,2.8,7.0,11.0,75.0,55.0,1012.7,1008.3,6.0,8.0,13.1,16.9,1,1,2011,9,17,36,2.356194490192345,2.356194490192345,-35.0247822,117.883608,5
991,2011-09-18,11.2,15.8,11.0,3.0,2.4,43.0,39.0,86.0,61.0,999.9,1002.1,8.0,4.0,12.2,13.0,1,1,2011,9,18,36,3.5342917352885173,3.5342917352885173,-35.0247822,117.883608,5
992,2011-09-19,8.4,17.8,14.4,4.2,4.8,22.0,13.0,67.0,67.0,1014.8,1016.4,7.0,7.0,15.6,16.8,1,0,2011,9,19,36,3.5342917352885173,3.5342917352885173,-35.0247822,117.883608,5
993,2011-09-20,12.8,23.5,0.6,2.2,10.5,7.0,20.0,61.0,45.0,1016.7,1013.3,1.0,4.0,17.5,23.0,0,1,2011,9,20,36,3.5342917352885173,2.748893571891069,-35.0247822,117.883608,5
994,2011-09-21,12.3,16.8,3.2,4.8,2.7,9.0,17.0,88.0,64.0,1009.0,1007.4,8.0,7.0,13.3,16.1,1,1,2011,9,21,36,2.748893571891069,3.141592653589793,-35.0247822,117.883608,5
995,2011-09-22,9.5,14.5,2.4,3.0,5.3,19.0,9.0,58.0,53.0,1021.6,1022.3,6.0,6.0,12.2,13.8,1,0,2011,9,22,36,3.9269908169872414,4.319689898685965,-35.0247822,117.883608,5
996,2011-09-23,6.8,18.2,0.0,2.4,10.4,15.0,9.0,66.0,56.0,1025.7,1022.8,1.0,4.0,13.0,16.8,0,0,2011,9,23,36,1.5707963267948966,4.319689898685965,-35.0247822,117.883608,5
997,2011-09-24,6.0,22.0,0.0,2.2,9.8,6.0,7.0,79.0,42.0,1022.0,1016.8,1.0,6.0,11.8,20.2,0,0,2011,9,24,36,4.319689898685965,1.9634954084936207,-35.0247822,117.883608,5
998,2011-09-25,8.3,20.4,0.0,3.6,9.4,6.0,43.0,83.0,67.0,1013.2,1009.8,1.0,4.0,14.0,18.5,0,1,2011,9,25,36,3.5342917352885173,3.141592653589793,-35.0247822,117.883608,5
999,2011-09-26,10.9,14.5,3.2,4.4,5.1,13.0,31.0,87.0,68.0,1008.4,1007.7,8.0,6.0,12.3,13.0,1,1,2011,9,26,36,3.5342917352885173,3.5342917352885173,-35.0247822,117.883608,5
1000,2011-09-27,7.5,14.0,9.8,2.6,5.3,11.0,44.0,85.0,65.0,1006.0,1005.7,7.0,6.0,8.6,12.0,1,1,2011,9,27,36,2.356194490192345,3.141592653589793,-35.0247822,117.883608,5
1001,2011-09-28,7.6,15.4,4.4,3.2,10.1,43.0,37.0,58.0,58.0,1016.0,1016.9,6.0,6.0,13.9,13.9,1,0,2011,9,28,36,3.5342917352885173,3.5342917352885173,-35.0247822,117.883608,5
1002,2011-09-29,9.3,17.4,0.0,1.4,7.6,11.0,33.0,59.0,59.0,1017.8,1016.6,7.0,4.0,14.4,14.4,0,0,2011,9,29,36,3.141592653589793,3.141592653589793,-35.0247822,117.883608,5
1003,2011-09-30,11.4,16.8,0.2,3.6,10.9,19.0,24.0,62.0,64.0,1021.2,1018.7,5.0,1.0,14.8,15.8,0,0,2011,9,30,36,0.0,5.890486225480862,-35.0247822,117.883608,5
