,Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum
2086,2015-02-25,20.5,23.9,0.0,33.0,13.0,17.0,63.0,67.0,23.1,22.0,0,1,2015,2,25,8,4.319689898685965,4.319689898685965,5.105088062083414,-33.7511954,150.6941711,0
2087,2015-02-26,18.9,26.6,1.6,31.0,0.0,11.0,86.0,59.0,19.4,25.6,1,1,2015,2,26,8,2.356194490192345,3.8785758617093165,1.1780972450961724,-33.7511954,150.6941711,0
2088,2015-02-27,18.1,29.4,1.2,22.0,11.0,9.0,71.0,48.0,22.3,27.9,1,0,2015,2,27,8,0.0,4.319689898685965,5.105088062083414,-33.7511954,150.6941711,0
2089,2015-02-28,18.5,31.9,0.0,24.0,0.0,11.0,88.0,41.0,20.6,30.7,0,0,2015,2,28,8,1.1780972450961724,3.8785758617093165,0.7853981633974483,-33.7511954,150.6941711,0
2090,2015-03-01,18.4,37.4,0.0,69.0,2.0,11.0,78.0,28.0,22.4,35.6,0,1,2015,3,1,8,5.105088062083414,1.5707963267948966,1.5707963267948966,-33.7511954,150.6941711,0
2091,2015-03-02,18.3,23.8,4.0,22.0,9.0,7.0,60.0,60.0,20.0,22.5,1,0,2015,3,2,8,3.9269908169872414,4.319689898685965,0.7853981633974483,-33.7511954,150.6941711,0
2092,2015-03-03,15.1,31.1,0.0,28.0,4.0,7.0,71.0,40.0,19.8,30.6,0,0,2015,3,3,8,5.105088062083414,0.7853981633974483,5.890486225480862,-33.7511954,150.6941711,0
2093,2015-03-04,19.8,32.1,0.0,20.0,4.0,4.0,72.0,47.0,22.9,29.7,0,0,2015,3,4,8,0.3926990816987241,3.141592653589793,5.497787143782138,-33.7511954,150.6941711,0
2094,2015-03-05,15.6,29.0,0.0,39.0,7.0,19.0,43.0,27.0,23.3,28.3,0,0,2015,3,5,8,9.42477796076938,2.356194490192345,5.105088062083414,-33.7511954,150.6941711,0
2095,2015-03-06,14.3,30.9,0.0,30.0,7.0,11.0,34.0,19.0,19.9,30.2,0,0,2015,3,6,8,3.5342917352885173,1.5707963267948966,2.748893571891069,-33.7511954,150.6941711,0
2096,2015-03-07,16.9,29.5,0.0,24.0,4.0,11.0,67.0,36.0,20.4,28.1,0,0,2015,3,7,8,1.1780972450961724,9.42477796076938,1.1780972450961724,-33.7511954,150.6941711,0
2097,2015-03-08,18.9,31.2,0.0,35.0,0.0,11.0,84.0,43.0,20.4,30.3,0,0,2015,3,8,8,5.497787143782138,3.8785758617093165,1.5707963267948966,-33.7511954,150.6941711,0
2098,2015-03-09,19.0,34.6,0.0,26.0,4.0,4.0,73.0,29.0,22.9,32.8,0,0,2015,3,9,8,0.3926990816987241,1.9634954084936207,9.42477796076938,-33.7511954,150.6941711,0
2099,2015-03-10,20.0,27.8,0.0,24.0,7.0,11.0,69.0,59.0,22.3,26.4,0,0,2015,3,10,8,0.0,4.319689898685965,5.497787143782138,-33.7511954,150.6941711,0
2100,2015-03-11,19.9,31.8,0.0,46.0,6.0,13.0,70.0,48.0,23.9,30.3,0,1,2015,3,11,8,9.42477796076938,0.3926990816987241,0.7853981633974483,-33.7511954,150.6941711,0
2101,2015-03-12,18.8,29.4,3.4,33.0,2.0,7.0,74.0,50.0,22.6,28.6,1,1,2015,3,12,8,5.105088062083414,3.9269908169872414,0.3926990816987241,-33.7511954,150.6941711,0
2102,2015-03-13,17.8,19.4,7.4,26.0,13.0,11.0,76.0,89.0,18.6,17.1,1,0,2015,3,13,8,9.42477796076938,4.319689898685965,3.9269908169872414,-33.7511954,150.6941711,0
2103,2015-03-14,14.6,27.2,0.0,19.0,4.0,4.0,80.0,38.0,17.3,26.0,0,0,2015,3,14,8,1.5707963267948966,1.5707963267948966,1.9634954084936207,-33.7511954,150.6941711,0
2104,2015-03-15,15.1,25.4,0.0,43.0,4.0,20.0,76.0,49.0,19.7,23.1,0,0,2015,3,15,8,5.497787143782138,9.42477796076938,5.105088062083414,-33.7511954,150.6941711,0
2105,2015-03-16,15.9,24.3,0.0,26.0,7.0,6.0,55.0,42.0,19.0,23.8,0,0,2015,3,16,8,0.7853981633974483,3.9269908169872414,5.497787143782138,-33.7511954,150.6941711,0
2106,2015-03-17,12.8,23.6,0.0,26.0,2.0,13.0,76.0,51.0,17.4,23.0,0,0,2015,3,17,8,1.1780972450961724,5.497787143782138,0.7853981633974483,-33.7511954,150.6941711,0
2107,2015-03-18,16.7,29.7,0.0,22.0,2.0,9.0,85.0,49.0,19.1,28.1,0,0,2015,3,18,8,5.497787143782138,9.42477796076938,4.319689898685965,-33.7511954,150.6941711,0
2108,2015-03-19,16.1,32.5,0.8,20.0,0.0,7.0,81.0,32.0,20.9,31.6,0,0,2015,3,19,8,1.1780972450961724,3.8785758617093165,2.356194490192345,-33.7511954,150.6941711,0
2109,2015-03-20,16.7,33.6,0.0,50.0,0.0,22.0,78.0,55.0,21.1,26.8,0,0,2015,3,20,8,5.105088062083414,3.8785758617093165,5.497787143782138,-33.7511954,150.6941711,0
2110,2015-03-21,16.4,21.1,1.0,30.0,11.0,15.0,72.0,60.0,18.3,20.9,0,1,2015,3,21,8,5.105088062083414,3.9269908169872414,5.105088062083414,-33.7511954,150.6941711,0
2111,2015-03-22,16.7,22.7,2.2,19.0,7.0,4.0,98.0,71.0,18.4,22.5,1,0,2015,3,22,8,0.3926990816987241,4.319689898685965,2.356194490192345,-33.7511954,150.6941711,0
2112,2015-03-23,17.0,29.8,1.0,31.0,6.0,17.0,86.0,48.0,18.5,28.2,0,0,2015,3,23,8,1.1780972450961724,1.1780972450961724,1.1780972450961724,-33.7511954,150.6941711,0
2113,2015-03-24,18.2,26.3,0.0,20.0,2.0,4.0,85.0,96.0,21.3,21.9,0,1,2015,3,24,8,4.319689898685965,9.42477796076938,5.497787143782138,-33.7511954,150.6941711,0
2114,2015-03-25,13.7,25.2,17.0,26.0,4.0,9.0,66.0,46.0,18.3,23.3,1,0,2015,3,25,8,5.890486225480862,0.3926990816987241,0.0,-33.7511954,150.6941711,0
2115,2015-03-26,15.0,27.6,0.2,37.0,4.0,15.0,82.0,24.0,18.6,27.1,0,0,2015,3,26,8,2.356194490192345,5.890486225480862,2.356194490192345,-33.7511954,150.6941711,0
2116,2015-03-27,9.1,27.4,0.0,26.0,0.0,7.0,52.0,22.0,14.9,26.2,0,0,2015,3,27,8,3.9269908169872414,3.8785758617093165,0.7853981633974483,-33.7511954,150.6941711,0
2117,2015-03-28,10.1,25.1,0.0,24.0,0.0,7.0,62.0,32.0,15.5,24.3,0,0,2015,3,28,8,0.0,3.8785758617093165,5.890486225480862,-33.7511954,150.6941711,0
2118,2015-03-29,14.1,28.4,0.0,28.0,4.0,7.0,84.0,36.0,16.0,27.2,0,0,2015,3,29,8,1.1780972450961724,0.3926990816987241,0.0,-33.7511954,150.6941711,0
2119,2015-03-30,16.0,26.3,0.0,26.0,6.0,7.0,94.0,46.0,18.1,25.2,0,1,2015,3,30,8,0.7853981633974483,1.5707963267948966,5.890486225480862,-33.7511954,150.6941711,0
2120,2015-03-31,16.9,23.0,9.4,24.0,2.0,4.0,94.0,76.0,18.7,22.1,1,1,2015,3,31,8,1.5707963267948966,4.319689898685965,1.9634954084936207,-33.7511954,150.6941711,0
2121,2015-04-01,16.4,26.7,1.6,24.0,0.0,13.0,95.0,53.0,18.8,26.3,1,0,2015,4,1,8,0.7853981633974483,3.8785758617093165,1.5707963267948966,-33.7511954,150.6941711,0
2122,2015-04-02,15.9,29.1,0.0,28.0,2.0,6.0,96.0,47.0,17.9,28.7,0,1,2015,4,2,8,3.9269908169872414,1.5707963267948966,1.1780972450961724,-33.7511954,150.6941711,0
2123,2015-04-03,16.5,17.7,4.2,22.0,7.0,6.0,74.0,92.0,17.1,16.9,1,1,2015,4,3,8,4.319689898685965,3.5342917352885173,4.319689898685965,-33.7511954,150.6941711,0
2124,2015-04-04,16.6,20.9,23.4,26.0,4.0,11.0,90.0,91.0,17.3,16.7,1,1,2015,4,4,8,5.105088062083414,4.319689898685965,4.319689898685965,-33.7511954,150.6941711,0
2125,2015-04-05,15.6,26.2,18.6,20.0,9.0,11.0,60.0,47.0,20.9,24.7,1,0,2015,4,5,8,1.9634954084936207,4.319689898685965,1.5707963267948966,-33.7511954,150.6941711,0
2126,2015-04-06,13.8,24.1,0.2,44.0,0.0,2.0,93.0,69.0,15.6,19.6,0,1,2015,4,6,8,2.748893571891069,3.8785758617093165,1.5707963267948966,-33.7511954,150.6941711,0
2127,2015-04-07,12.8,21.7,3.4,63.0,6.0,22.0,73.0,37.0,17.8,20.7,1,0,2015,4,7,8,2.748893571891069,0.3926990816987241,2.356194490192345,-33.7511954,150.6941711,0
2128,2015-04-08,14.0,23.1,0.4,50.0,9.0,22.0,47.0,39.0,18.2,21.4,0,0,2015,4,8,8,3.9269908169872414,2.748893571891069,3.5342917352885173,-33.7511954,150.6941711,0
2129,2015-04-09,14.5,22.8,0.0,35.0,17.0,9.0,43.0,35.0,19.1,22.6,0,0,2015,4,9,8,4.319689898685965,4.319689898685965,9.42477796076938,-33.7511954,150.6941711,0
2130,2015-04-10,13.3,21.2,0.0,28.0,13.0,7.0,57.0,61.0,18.4,20.2,0,1,2015,4,10,8,5.105088062083414,4.319689898685965,3.9269908169872414,-33.7511954,150.6941711,0
2131,2015-04-11,15.4,23.6,1.2,19.0,4.0,7.0,87.0,45.0,17.6,23.0,1,0,2015,4,11,8,0.7853981633974483,5.105088062083414,1.1780972450961724,-33.7511954,150.6941711,0
2132,2015-04-12,12.1,24.2,0.0,30.0,9.0,6.0,80.0,60.0,17.9,22.2,0,1,2015,4,12,8,9.42477796076938,9.42477796076938,5.890486225480862,-33.7511954,150.6941711,0
2133,2015-04-13,14.4,23.6,1.6,26.0,9.0,7.0,59.0,44.0,18.9,22.9,1,0,2015,4,13,8,5.890486225480862,4.319689898685965,0.7853981633974483,-33.7511954,150.6941711,0
2134,2015-04-14,14.2,24.1,0.0,22.0,4.0,7.0,65.0,41.0,18.3,23.5,0,0,2015,4,14,8,1.1780972450961724,0.7853981633974483,0.7853981633974483,-33.7511954,150.6941711,0
2135,2015-04-15,12.2,28.0,0.0,63.0,0.0,7.0,74.0,39.0,17.8,27.6,0,1,2015,4,15,8,3.9269908169872414,3.8785758617093165,0.7853981633974483,-33.7511954,150.6941711,0
2136,2015-04-16,14.6,31.2,11.4,39.0,4.0,11.0,83.0,35.0,18.4,31.0,1,1,2015,4,16,8,5.105088062083414,4.319689898685965,2.356194490192345,-33.7511954,150.6941711,0
2137,2015-04-17,18.5,21.9,7.6,11.0,2.0,4.0,98.0,83.0,19.2,21.8,1,0,2015,4,17,8,1.1780972450961724,4.319689898685965,5.890486225480862,-33.7511954,150.6941711,0
2138,2015-04-18,18.0,27.8,0.4,28.0,4.0,15.0,82.0,57.0,20.7,24.7,0,1,2015,4,18,8,1.1780972450961724,2.356194490192345,1.1780972450961724,-33.7511954,150.6941711,0
2139,2015-04-19,15.9,23.8,3.0,39.0,15.0,24.0,51.0,56.0,19.7,20.6,1,1,2015,4,19,8,4.319689898685965,3.9269908169872414,5.497787143782138,-33.7511954,150.6941711,0
2140,2015-04-20,11.8,14.6,6.2,44.0,17.0,20.0,89.0,94.0,12.8,13.9,1,1,2015,4,20,8,4.319689898685965,3.9269908169872414,4.319689898685965,-33.7511954,150.6941711,0
2141,2015-04-21,12.7,15.8,85.6,54.0,22.0,20.0,91.0,83.0,13.3,13.6,1,1,2015,4,21,8,9.42477796076938,4.319689898685965,4.319689898685965,-33.7511954,150.6941711,0
2142,2015-04-22,12.6,19.4,47.0,54.0,22.0,11.0,90.0,87.0,14.9,17.0,1,1,2015,4,22,8,3.9269908169872414,4.319689898685965,4.319689898685965,-33.7511954,150.6941711,0
2143,2015-04-25,11.1,24.4,0.0,30.0,4.0,19.0,90.0,51.0,14.8,20.6,0,1,2015,4,25,8,5.105088062083414,9.42477796076938,3.141592653589793,-33.7511954,150.6941711,0
2144,2015-04-26,11.4,20.5,11.6,48.0,0.0,17.0,73.0,49.0,14.6,19.5,1,0,2015,4,26,8,3.9269908169872414,3.8785758617093165,3.9269908169872414,-33.7511954,150.6941711,0
2145,2015-04-27,9.2,20.3,0.0,30.0,2.0,9.0,63.0,36.0,15.6,19.9,0,0,2015,4,27,8,3.5342917352885173,0.0,5.105088062083414,-33.7511954,150.6941711,0
2146,2015-04-28,8.4,21.2,0.2,24.0,2.0,6.0,60.0,34.0,14.7,20.3,0,0,2015,4,28,8,5.890486225480862,5.105088062083414,5.105088062083414,-33.7511954,150.6941711,0
2147,2015-04-29,10.2,19.9,0.0,28.0,9.0,9.0,59.0,62.0,17.0,19.0,0,1,2015,4,29,8,5.497787143782138,4.319689898685965,9.42477796076938,-33.7511954,150.6941711,0
2148,2015-04-30,13.6,19.8,5.4,24.0,7.0,13.0,85.0,62.0,15.9,18.6,1,1,2015,4,30,8,5.105088062083414,4.319689898685965,5.497787143782138,-33.7511954,150.6941711,0
2149,2015-05-01,14.7,21.1,8.8,22.0,13.0,15.0,93.0,65.0,16.4,20.1,1,1,2015,5,1,8,5.105088062083414,4.319689898685965,5.497787143782138,-33.7511954,150.6941711,0
2150,2015-05-02,15.8,21.4,1.6,22.0,11.0,4.0,90.0,90.0,17.9,20.4,1,1,2015,5,2,8,9.42477796076938,4.319689898685965,5.497787143782138,-33.7511954,150.6941711,0
2151,2015-05-03,17.9,23.7,16.4,28.0,6.0,15.0,80.0,70.0,19.6,21.9,1,0,2015,5,3,8,5.105088062083414,4.319689898685965,4.319689898685965,-33.7511954,150.6941711,0
2152,2015-05-04,15.9,23.0,0.0,13.0,0.0,6.0,72.0,59.0,19.0,22.4,0,0,2015,5,4,8,1.5707963267948966,3.8785758617093165,1.5707963267948966,-33.7511954,150.6941711,0
2153,2015-05-05,13.3,27.1,0.2,39.0,0.0,19.0,91.0,34.0,15.4,26.6,0,0,2015,5,5,8,1.9634954084936207,3.8785758617093165,1.9634954084936207,-33.7511954,150.6941711,0
2154,2015-05-06,10.3,20.9,0.0,28.0,4.0,17.0,43.0,32.0,15.6,20.3,0,0,2015,5,6,8,3.5342917352885173,0.7853981633974483,2.748893571891069,-33.7511954,150.6941711,0
2155,2015-05-07,6.3,20.3,0.0,33.0,0.0,17.0,63.0,32.0,12.1,18.8,0,0,2015,5,7,8,2.748893571891069,3.8785758617093165,3.141592653589793,-33.7511954,150.6941711,0
2156,2015-05-08,5.9,21.1,0.0,19.0,4.0,0.0,65.0,35.0,12.5,19.9,0,0,2015,5,8,8,1.9634954084936207,1.9634954084936207,3.182596271790991,-33.7511954,150.6941711,0
2157,2015-05-09,6.4,21.2,0.0,31.0,0.0,11.0,70.0,33.0,12.0,20.8,0,0,2015,5,9,8,3.141592653589793,3.8785758617093165,3.141592653589793,-33.7511954,150.6941711,0
2158,2015-05-10,7.2,21.8,0.0,57.0,11.0,20.0,40.0,32.0,16.8,21.1,0,0,2015,5,10,8,1.9634954084936207,3.141592653589793,2.356194490192345,-33.7511954,150.6941711,0
2159,2015-05-11,13.6,21.9,0.0,50.0,13.0,20.0,45.0,40.0,17.8,20.5,0,0,2015,5,11,8,2.748893571891069,1.9634954084936207,2.748893571891069,-33.7511954,150.6941711,0
2160,2015-05-12,7.7,22.2,0.0,57.0,2.0,26.0,73.0,35.0,14.8,20.7,0,0,2015,5,12,8,2.748893571891069,1.9634954084936207,3.141592653589793,-33.7511954,150.6941711,0
2161,2015-05-13,9.8,17.1,0.0,57.0,9.0,17.0,40.0,34.0,14.6,15.4,0,0,2015,5,13,8,9.42477796076938,3.5342917352885173,3.5342917352885173,-33.7511954,150.6941711,0
2162,2015-05-14,3.9,18.9,0.0,28.0,4.0,9.0,48.0,32.0,12.6,18.4,0,0,2015,5,14,8,4.319689898685965,5.497787143782138,4.319689898685965,-33.7511954,150.6941711,0
2163,2015-05-15,7.1,20.8,0.0,31.0,13.0,17.0,51.0,48.0,16.6,19.6,0,0,2015,5,15,8,4.319689898685965,4.319689898685965,5.497787143782138,-33.7511954,150.6941711,0
2164,2015-05-16,12.7,20.5,0.0,26.0,15.0,11.0,66.0,52.0,15.9,19.2,0,0,2015,5,16,8,4.319689898685965,4.319689898685965,5.105088062083414,-33.7511954,150.6941711,0
2165,2015-05-17,8.8,21.0,0.0,11.0,4.0,6.0,92.0,55.0,12.7,18.9,0,0,2015,5,17,8,9.42477796076938,4.319689898685965,1.9634954084936207,-33.7511954,150.6941711,0
2166,2015-05-18,9.8,19.2,0.0,15.0,2.0,9.0,98.0,71.0,12.5,18.2,0,0,2015,5,18,8,1.1780972450961724,1.9634954084936207,1.1780972450961724,-33.7511954,150.6941711,0
2167,2015-05-19,12.5,18.4,1.0,24.0,4.0,2.0,98.0,78.0,13.4,17.8,0,1,2015,5,19,8,1.5707963267948966,1.9634954084936207,3.141592653589793,-33.7511954,150.6941711,0
2168,2015-05-20,12.4,24.2,2.6,19.0,2.0,4.0,95.0,53.0,14.8,23.4,1,0,2015,5,20,8,2.748893571891069,1.9634954084936207,2.356194490192345,-33.7511954,150.6941711,0
2169,2015-05-21,11.3,21.7,0.4,22.0,6.0,6.0,70.0,38.0,16.3,21.1,0,1,2015,5,21,8,5.497787143782138,5.497787143782138,9.42477796076938,-33.7511954,150.6941711,0
2170,2015-05-22,12.3,16.1,1.2,50.0,13.0,22.0,81.0,61.0,13.6,15.4,1,1,2015,5,22,8,4.319689898685965,4.319689898685965,4.319689898685965,-33.7511954,150.6941711,0
2171,2015-05-23,10.8,18.8,12.8,28.0,11.0,7.0,54.0,42.0,14.5,17.8,1,0,2015,5,23,8,3.9269908169872414,4.319689898685965,3.5342917352885173,-33.7511954,150.6941711,0
2172,2015-05-24,6.1,20.0,0.2,11.0,0.0,2.0,98.0,34.0,10.1,19.7,0,0,2015,5,24,8,0.7853981633974483,3.8785758617093165,1.9634954084936207,-33.7511954,150.6941711,0
2173,2015-05-25,6.6,16.1,0.0,7.0,4.0,0.0,98.0,61.0,10.2,15.9,0,0,2015,5,25,8,9.42477796076938,1.5707963267948966,3.182596271790991,-33.7511954,150.6941711,0
2174,2015-05-26,4.4,17.6,0.2,13.0,4.0,4.0,98.0,58.0,8.3,17.1,0,0,2015,5,26,8,1.5707963267948966,1.5707963267948966,1.9634954084936207,-33.7511954,150.6941711,0
2175,2015-05-27,7.2,19.6,0.0,17.0,4.0,7.0,89.0,48.0,10.6,18.7,0,0,2015,5,27,8,1.9634954084936207,3.9269908169872414,1.1780972450961724,-33.7511954,150.6941711,0
2176,2015-05-28,7.7,20.0,0.0,11.0,2.0,0.0,91.0,56.0,11.7,18.8,0,0,2015,5,28,8,1.9634954084936207,2.356194490192345,3.182596271790991,-33.7511954,150.6941711,0
2177,2015-05-29,11.7,19.1,0.2,15.0,6.0,0.0,79.0,67.0,16.0,19.0,0,0,2015,5,29,8,2.748893571891069,2.356194490192345,3.182596271790991,-33.7511954,150.6941711,0
2178,2015-05-30,8.3,15.8,0.0,13.0,2.0,4.0,95.0,75.0,10.7,14.8,0,1,2015,5,30,8,5.497787143782138,5.890486225480862,4.319689898685965,-33.7511954,150.6941711,0
2179,2015-05-31,10.0,13.4,2.0,17.0,7.0,0.0,95.0,89.0,10.7,12.5,1,0,2015,5,31,8,2.356194490192345,1.5707963267948966,3.182596271790991,-33.7511954,150.6941711,0
2180,2015-06-01,6.7,15.3,0.2,52.0,22.0,20.0,42.0,32.0,13.3,15.0,0,0,2015,6,1,8,4.319689898685965,3.9269908169872414,3.5342917352885173,-33.7511954,150.6941711,0
2181,2015-06-02,3.2,15.3,0.0,31.0,0.0,7.0,56.0,35.0,9.5,15.1,0,0,2015,6,2,8,9.42477796076938,3.8785758617093165,4.319689898685965,-33.7511954,150.6941711,0
2182,2015-06-03,2.0,16.9,0.0,13.0,2.0,4.0,90.0,39.0,7.2,16.6,0,0,2015,6,3,8,5.105088062083414,2.748893571891069,9.42477796076938,-33.7511954,150.6941711,0
2183,2015-06-04,2.7,17.4,0.2,20.0,6.0,9.0,98.0,43.0,5.4,17.0,0,1,2015,6,4,8,0.3926990816987241,1.9634954084936207,0.7853981633974483,-33.7511954,150.6941711,0
2184,2015-06-05,4.5,16.0,1.6,26.0,6.0,11.0,93.0,50.0,9.3,15.1,1,0,2015,6,5,8,3.9269908169872414,1.5707963267948966,4.319689898685965,-33.7511954,150.6941711,0
2185,2015-06-06,4.8,20.2,0.0,13.0,0.0,6.0,98.0,46.0,7.4,19.5,0,0,2015,6,6,8,1.1780972450961724,3.8785758617093165,1.5707963267948966,-33.7511954,150.6941711,0
2186,2015-06-07,4.6,20.7,0.2,15.0,0.0,2.0,98.0,56.0,6.4,20.4,0,0,2015,6,7,8,1.5707963267948966,3.8785758617093165,3.141592653589793,-33.7511954,150.6941711,0
2187,2015-06-08,6.4,22.6,0.0,41.0,6.0,20.0,93.0,36.0,10.6,22.0,0,0,2015,6,8,8,2.356194490192345,5.105088062083414,2.356194490192345,-33.7511954,150.6941711,0
2188,2015-06-09,7.9,23.1,0.0,31.0,11.0,19.0,59.0,28.0,15.9,22.8,0,0,2015,6,9,8,2.356194490192345,2.356194490192345,2.356194490192345,-33.7511954,150.6941711,0
2189,2015-06-10,6.9,15.1,0.0,17.0,6.0,2.0,83.0,62.0,10.9,14.7,0,0,2015,6,10,8,9.42477796076938,9.42477796076938,4.319689898685965,-33.7511954,150.6941711,0
2190,2015-06-11,10.8,18.3,0.2,13.0,0.0,7.0,70.0,49.0,13.4,17.2,0,0,2015,6,11,8,1.1780972450961724,3.8785758617093165,0.3926990816987241,-33.7511954,150.6941711,0
2191,2015-06-12,10.8,19.1,0.0,15.0,2.0,7.0,92.0,51.0,12.5,18.0,0,0,2015,6,12,8,0.0,1.9634954084936207,0.7853981633974483,-33.7511954,150.6941711,0
2192,2015-06-13,7.9,19.1,0.2,19.0,0.0,7.0,98.0,48.0,9.9,18.4,0,0,2015,6,13,8,1.1780972450961724,3.8785758617093165,1.1780972450961724,-33.7511954,150.6941711,0
2193,2015-06-14,5.5,18.8,0.0,13.0,0.0,9.0,98.0,58.0,8.2,17.9,0,0,2015,6,14,8,1.9634954084936207,3.8785758617093165,1.9634954084936207,-33.7511954,150.6941711,0
2194,2015-06-15,7.8,17.4,0.0,17.0,4.0,0.0,97.0,69.0,10.6,17.3,0,1,2015,6,15,8,0.7853981633974483,1.5707963267948966,3.182596271790991,-33.7511954,150.6941711,0
2195,2015-06-16,10.6,14.6,3.4,15.0,4.0,7.0,93.0,88.0,13.5,14.4,1,1,2015,6,16,8,1.1780972450961724,1.1780972450961724,1.5707963267948966,-33.7511954,150.6941711,0
2196,2015-06-17,13.0,16.3,12.6,19.0,0.0,7.0,85.0,75.0,13.3,15.3,1,1,2015,6,17,8,3.141592653589793,3.8785758617093165,2.356194490192345,-33.7511954,150.6941711,0
2197,2015-06-18,7.2,17.4,3.0,26.0,0.0,9.0,87.0,67.0,10.4,15.8,1,1,2015,6,18,8,3.5342917352885173,3.8785758617093165,9.42477796076938,-33.7511954,150.6941711,0
2198,2015-06-19,10.0,15.9,39.8,33.0,13.0,7.0,76.0,58.0,11.5,15.0,1,0,2015,6,19,8,3.9269908169872414,3.9269908169872414,4.319689898685965,-33.7511954,150.6941711,0
2199,2015-06-20,6.1,14.9,0.0,20.0,11.0,9.0,63.0,48.0,10.6,14.6,0,0,2015,6,20,8,3.9269908169872414,3.9269908169872414,5.105088062083414,-33.7511954,150.6941711,0
2200,2015-06-21,5.8,16.5,0.2,11.0,0.0,6.0,92.0,57.0,8.6,15.9,0,0,2015,6,21,8,4.319689898685965,3.8785758617093165,5.105088062083414,-33.7511954,150.6941711,0
2201,2015-06-22,5.1,16.6,0.2,7.0,0.0,0.0,98.0,62.0,6.3,16.5,0,0,2015,6,22,8,2.748893571891069,3.8785758617093165,3.182596271790991,-33.7511954,150.6941711,0
2202,2015-06-23,4.0,18.1,0.2,11.0,0.0,4.0,98.0,59.0,7.4,18.0,0,0,2015,6,23,8,3.141592653589793,3.8785758617093165,3.5342917352885173,-33.7511954,150.6941711,0
2203,2015-06-24,6.7,20.8,0.0,13.0,0.0,4.0,93.0,56.0,10.8,19.0,0,0,2015,6,24,8,1.1780972450961724,3.8785758617093165,3.141592653589793,-33.7511954,150.6941711,0
2204,2015-06-25,10.5,19.7,0.0,26.0,4.0,2.0,91.0,60.0,13.1,19.0,0,1,2015,6,25,8,5.497787143782138,3.9269908169872414,3.5342917352885173,-33.7511954,150.6941711,0
2205,2015-06-26,8.7,18.6,4.4,20.0,0.0,6.0,75.0,50.0,13.5,17.7,1,0,2015,6,26,8,9.42477796076938,3.8785758617093165,1.9634954084936207,-33.7511954,150.6941711,0
2206,2015-06-27,4.6,17.8,0.4,9.0,0.0,4.0,98.0,55.0,6.7,17.7,0,0,2015,6,27,8,1.9634954084936207,3.8785758617093165,2.748893571891069,-33.7511954,150.6941711,0
2207,2015-06-28,4.3,17.1,0.2,9.0,4.0,6.0,98.0,53.0,5.5,16.8,0,0,2015,6,28,8,1.9634954084936207,1.5707963267948966,2.356194490192345,-33.7511954,150.6941711,0
2208,2015-06-29,5.4,18.6,0.0,15.0,0.0,9.0,98.0,55.0,8.7,17.9,0,0,2015,6,29,8,1.5707963267948966,3.8785758617093165,1.1780972450961724,-33.7511954,150.6941711,0
2209,2015-06-30,5.9,17.6,0.4,11.0,0.0,4.0,98.0,65.0,7.2,16.9,0,1,2015,6,30,8,1.5707963267948966,3.8785758617093165,1.9634954084936207,-33.7511954,150.6941711,0
2210,2015-07-01,7.2,16.1,2.0,20.0,6.0,7.0,96.0,66.0,10.7,15.4,1,0,2015,7,1,8,1.1780972450961724,9.42477796076938,2.356194490192345,-33.7511954,150.6941711,0
2211,2015-07-02,2.3,17.1,0.2,44.0,7.0,13.0,97.0,44.0,6.1,16.1,0,0,2015,7,2,8,3.5342917352885173,1.1780972450961724,2.748893571891069,-33.7511954,150.6941711,0
2212,2015-07-03,5.5,15.8,0.0,24.0,6.0,4.0,49.0,40.0,9.9,15.3,0,0,2015,7,3,8,4.319689898685965,9.42477796076938,1.5707963267948966,-33.7511954,150.6941711,0
2213,2015-07-04,2.0,15.8,0.0,11.0,4.0,4.0,95.0,35.0,5.7,15.2,0,0,2015,7,4,8,3.5342917352885173,1.1780972450961724,5.890486225480862,-33.7511954,150.6941711,0
2214,2015-07-05,0.9,16.0,0.2,13.0,0.0,4.0,92.0,44.0,5.3,15.7,0,0,2015,7,5,8,1.9634954084936207,3.8785758617093165,1.5707963267948966,-33.7511954,150.6941711,0
2215,2015-07-06,0.4,16.5,0.2,30.0,2.0,4.0,97.0,43.0,4.9,16.3,0,0,2015,7,6,8,3.141592653589793,1.1780972450961724,3.5342917352885173,-33.7511954,150.6941711,0
2216,2015-07-07,2.1,16.9,0.0,26.0,0.0,11.0,86.0,54.0,6.8,14.2,0,0,2015,7,7,8,4.319689898685965,3.8785758617093165,9.42477796076938,-33.7511954,150.6941711,0
2217,2015-07-08,3.6,16.5,0.0,17.0,2.0,4.0,97.0,46.0,7.1,15.7,0,0,2015,7,8,8,9.42477796076938,5.105088062083414,1.9634954084936207,-33.7511954,150.6941711,0
2218,2015-07-09,3.8,17.0,0.2,19.0,0.0,11.0,98.0,50.0,5.6,16.3,0,0,2015,7,9,8,0.7853981633974483,3.8785758617093165,1.1780972450961724,-33.7511954,150.6941711,0
2219,2015-07-10,3.7,12.9,0.0,19.0,4.0,6.0,98.0,79.0,6.1,12.0,0,1,2015,7,10,8,0.7853981633974483,1.1780972450961724,4.319689898685965,-33.7511954,150.6941711,0
