,Date,MinTemp,MaxTemp,Rainfall,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum,NonMesNum
471,2010-03-17,13.8,26.8,0.0,0.0,7.0,83.0,51.0,1.0,1.0,18.8,26.2,0,0,2010,3,17,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
472,2010-03-18,14.4,27.8,0.0,0.0,7.0,87.0,58.0,1.0,1.0,18.0,26.5,0,0,2010,3,18,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
473,2010-03-19,15.0,30.5,0.0,4.0,0.0,89.0,42.0,1.0,1.0,18.5,30.0,0,0,2010,3,19,5,1.5707963267948966,4.021946742479966,-32.9192953,151.7795348,0,3
474,2010-03-20,17.2,31.5,0.0,2.0,6.0,71.0,49.0,1.0,1.0,22.0,29.8,0,0,2010,3,20,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
475,2010-03-21,16.4,34.5,0.0,2.0,6.0,84.0,30.0,1.0,3.0,20.2,33.5,0,0,2010,3,21,5,1.5707963267948966,2.356194490192345,-32.9192953,151.7795348,0,3
476,2010-03-22,20.2,26.2,0.0,0.0,4.0,69.0,56.0,7.0,2.0,23.2,25.2,0,0,2010,3,22,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
477,2010-03-23,19.0,28.4,0.0,2.0,6.0,73.0,74.0,1.0,1.0,23.2,27.7,0,0,2010,3,23,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
478,2010-03-24,17.4,27.8,0.0,0.0,7.0,87.0,67.0,2.0,5.0,21.9,25.7,0,0,2010,3,24,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
479,2010-03-25,19.8,27.0,0.0,0.0,9.0,78.0,76.0,7.0,1.0,22.6,26.0,0,0,2010,3,25,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
480,2010-03-26,16.3,34.3,0.0,0.0,7.0,92.0,32.0,0.0,3.0,20.3,34.0,0,0,2010,3,26,5,3.068697886549468,2.356194490192345,-32.9192953,151.7795348,0,3
481,2010-03-27,19.0,29.5,0.0,0.0,10.614457831325302,75.0,57.32821497120921,2.0,4.0,24.6,22.30909090909091,0,0,2010,3,27,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
482,2010-03-28,17.8,31.0,0.0,0.0,6.0,98.0,80.0,1.0,1.0,19.0,30.0,0,0,2010,3,28,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
483,2010-03-29,19.2,31.1,0.0,2.0,4.0,74.0,60.0,5.0,8.0,23.6,27.5,0,1,2010,3,29,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
484,2010-03-30,19.7,22.0,1.4,4.0,0.0,87.0,95.0,8.0,8.0,20.8,21.0,1,1,2010,3,30,5,3.9269908169872414,4.021946742479966,-32.9192953,151.7795348,0,3
485,2010-03-31,18.4,23.2,31.4,11.0,22.0,92.0,71.0,7.0,7.0,19.7,22.2,1,0,2010,3,31,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
486,2010-04-01,14.8,24.5,0.0,0.0,7.0,82.0,56.0,7.0,1.0,18.2,24.0,0,0,2010,4,1,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
487,2010-04-02,15.9,23.3,0.0,0.0,19.0,72.0,53.0,5.0,4.0,20.5,22.4,0,0,2010,4,2,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
488,2010-04-03,13.3,24.3,0.0,6.0,9.0,73.0,56.0,1.0,2.0,19.4,22.8,0,0,2010,4,3,5,3.9269908169872414,3.9269908169872414,-32.9192953,151.7795348,0,3
489,2010-04-04,15.8,23.0,0.6,4.0,9.0,76.0,53.0,2.0,4.0,20.1,21.9,0,0,2010,4,4,5,3.9269908169872414,3.9269908169872414,-32.9192953,151.7795348,0,3
490,2010-04-05,15.8,23.2,0.4,0.0,4.0,95.0,58.0,8.0,7.0,18.1,21.7,0,0,2010,4,5,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
491,2010-04-06,14.4,25.0,0.0,0.0,4.0,80.0,60.0,7.0,7.0,20.0,23.4,0,1,2010,4,6,5,3.068697886549468,0.7853981633974483,-32.9192953,151.7795348,0,3
492,2010-04-07,17.6,23.5,3.4,0.0,2.0,98.0,79.0,8.0,8.0,19.0,23.0,1,1,2010,4,7,5,3.068697886549468,0.7853981633974483,-32.9192953,151.7795348,0,3
493,2010-04-08,18.4,29.7,3.0,6.0,4.0,91.0,38.0,7.0,6.0,21.9,29.3,1,0,2010,4,8,5,1.5707963267948966,3.9269908169872414,-32.9192953,151.7795348,0,3
494,2010-04-09,16.5,24.9,0.0,4.0,9.0,71.0,57.0,1.0,5.0,21.5,22.2,0,0,2010,4,9,5,3.141592653589793,5.497787143782138,-32.9192953,151.7795348,0,3
495,2010-04-10,13.5,28.6,0.0,6.0,2.0,73.0,40.0,1.0,2.0,20.4,27.7,0,0,2010,4,10,5,1.5707963267948966,0.7853981633974483,-32.9192953,151.7795348,0,3
496,2010-04-11,15.8,28.4,0.0,4.0,19.0,69.0,44.0,4.0,6.0,22.0,27.5,0,0,2010,4,11,5,0.7853981633974483,2.356194490192345,-32.9192953,151.7795348,0,3
497,2010-04-12,14.2,25.5,0.0,11.0,11.0,43.0,19.0,2.0,3.0,18.8,23.6,0,0,2010,4,12,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
498,2010-04-13,8.3,22.5,0.0,4.0,11.0,54.0,56.0,0.0,2.0,16.4,20.3,0,0,2010,4,13,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
499,2010-04-14,9.5,25.2,0.0,2.0,4.0,79.0,52.0,0.0,1.0,17.3,24.4,0,0,2010,4,14,5,0.7853981633974483,5.497787143782138,-32.9192953,151.7795348,0,3
500,2010-04-15,11.0,25.2,0.0,0.0,10.614457831325302,80.0,57.32821497120921,4.0,4.0,16.8,22.30909090909091,0,0,2010,4,15,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
501,2010-04-16,15.2,23.0,0.0,4.0,19.0,71.0,70.0,3.0,6.0,21.8,21.4,0,0,2010,4,16,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
502,2010-04-17,13.0,25.0,0.0,0.0,9.0,79.0,29.0,2.0,3.0,20.7,23.7,0,0,2010,4,17,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
503,2010-04-18,13.8,25.5,0.0,0.0,6.0,78.0,71.0,1.0,3.0,22.0,23.5,0,0,2010,4,18,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
504,2010-04-19,16.5,26.5,0.0,0.0,9.0,87.0,67.0,4.0,2.0,22.0,24.5,0,0,2010,4,19,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
505,2010-04-20,15.6,26.3,0.4,0.0,6.0,84.0,63.0,2.0,4.0,21.8,24.5,0,0,2010,4,20,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
506,2010-04-21,15.2,24.083741888968998,0.0,4.0,4.0,61.0,61.0,1.0,1.0,19.0,25.4,0,0,2010,4,21,5,1.5707963267948966,5.497787143782138,-32.9192953,151.7795348,0,3
507,2010-04-22,13.738447111777944,29.0,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2010,4,22,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
508,2010-04-23,13.2,30.5,0.0,0.0,0.0,66.0,32.0,0.0,1.0,21.6,30.0,0,0,2010,4,23,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
509,2010-04-24,15.0,28.2,0.0,0.0,0.0,72.0,45.0,8.0,7.0,18.8,26.5,0,1,2010,4,24,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
510,2010-04-25,17.5,20.0,6.2,0.0,2.0,97.0,97.0,8.0,7.0,18.5,18.2,1,1,2010,4,25,5,3.068697886549468,3.141592653589793,-32.9192953,151.7795348,0,3
511,2010-04-26,12.5,21.6,9.8,15.0,0.0,50.0,48.0,1.0,7.0,17.5,20.6,1,0,2010,4,26,5,3.9269908169872414,4.021946742479966,-32.9192953,151.7795348,0,3
512,2010-04-27,9.2,22.2,0.0,0.0,4.0,70.0,39.0,6.0,7.0,15.2,21.8,0,0,2010,4,27,5,3.068697886549468,3.9269908169872414,-32.9192953,151.7795348,0,3
513,2010-04-28,10.6,24.4,0.0,2.0,15.0,57.0,31.0,0.0,0.0,16.9,24.3,0,0,2010,4,28,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
514,2010-04-29,13.3,25.0,0.0,9.0,9.0,54.0,34.0,1.0,0.0,18.8,24.4,0,0,2010,4,29,5,3.9269908169872414,2.356194490192345,-32.9192953,151.7795348,0,3
515,2010-04-30,9.5,22.8,0.0,2.0,0.0,61.0,95.0,1.0,8.0,17.5,17.0,0,1,2010,4,30,5,2.356194490192345,4.021946742479966,-32.9192953,151.7795348,0,3
516,2010-05-01,16.0,22.2,12.8,0.0,0.0,97.0,79.0,7.0,6.0,17.5,21.0,1,0,2010,5,1,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
517,2010-05-02,12.8,26.5,0.4,6.0,19.0,99.0,39.0,8.0,8.0,15.2,26.0,0,0,2010,5,2,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
518,2010-05-03,13.0,25.2,0.0,0.0,4.0,77.0,67.0,5.0,5.0,20.3,22.5,0,0,2010,5,3,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
519,2010-05-04,14.3,24.083741888968998,0.2,0.0,4.0,84.0,58.0,2.0,7.0,18.6,22.2,0,0,2010,5,4,5,3.068697886549468,0.7853981633974483,-32.9192953,151.7795348,0,3
520,2010-05-05,13.738447111777944,24.083741888968998,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2010,5,5,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
521,2010-05-06,13.738447111777944,24.083741888968998,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2010,5,6,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
522,2010-05-07,13.738447111777944,24.083741888968998,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2010,5,7,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
523,2010-05-08,13.738447111777944,24.083741888968998,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2010,5,8,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
524,2010-05-09,13.738447111777944,24.083741888968998,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2010,5,9,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
525,2010-05-10,13.738447111777944,25.5,0.0,5.986226893802102,10.614457831325302,74.01479076479076,57.32821497120921,4.0,4.0,18.10122434281599,22.30909090909091,0,0,2010,5,10,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
526,2010-05-11,9.7,26.5,0.0,6.0,11.0,64.0,31.0,1.0,5.0,16.0,25.6,0,0,2010,5,11,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
527,2010-05-12,8.0,19.8,0.0,4.0,4.0,38.0,27.0,0.0,1.0,14.5,18.2,0,0,2010,5,12,5,3.9269908169872414,3.9269908169872414,-32.9192953,151.7795348,0,3
528,2010-05-13,6.2,21.2,0.0,6.0,6.0,51.0,33.0,0.0,1.0,12.3,20.5,0,0,2010,5,13,5,2.356194490192345,3.9269908169872414,-32.9192953,151.7795348,0,3
529,2010-05-14,8.8,20.7,0.0,2.0,6.0,65.0,37.0,0.0,1.0,14.4,19.5,0,0,2010,5,14,5,3.9269908169872414,3.9269908169872414,-32.9192953,151.7795348,0,3
530,2010-05-15,7.5,21.7,0.0,0.0,9.0,68.0,46.0,1.0,3.0,13.8,20.3,0,0,2010,5,15,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
531,2010-05-16,9.4,21.0,0.0,0.0,0.0,73.0,80.0,4.0,6.0,13.8,18.5,0,1,2010,5,16,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
532,2010-05-17,11.5,17.8,5.6,0.0,6.0,97.0,61.0,8.0,8.0,12.4,16.8,1,1,2010,5,17,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
533,2010-05-18,12.4,17.7,15.4,4.0,19.0,96.0,71.0,7.0,8.0,13.2,17.5,1,1,2010,5,18,5,2.356194490192345,3.9269908169872414,-32.9192953,151.7795348,0,3
534,2010-05-19,12.4,20.0,5.8,6.0,4.0,80.0,74.0,7.0,6.0,15.5,18.2,1,1,2010,5,19,5,9.42477796076938,5.497787143782138,-32.9192953,151.7795348,0,3
535,2010-05-20,9.7,20.5,5.8,0.0,4.0,96.0,64.0,7.0,6.0,12.5,19.4,1,0,2010,5,20,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
536,2010-05-21,11.0,20.7,0.4,4.0,28.0,87.0,68.0,4.0,6.0,14.0,18.1,0,1,2010,5,21,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
537,2010-05-22,13.738447111777944,17.0,6.6,5.986226893802102,9.0,74.01479076479076,78.0,4.0,7.0,18.10122434281599,15.9,1,1,2010,5,22,5,3.068697886549468,9.42477796076938,-32.9192953,151.7795348,0,3
538,2010-05-23,12.0,18.7,8.0,6.0,6.0,77.0,68.0,5.0,2.0,14.4,17.5,1,0,2010,5,23,5,3.9269908169872414,5.497787143782138,-32.9192953,151.7795348,0,3
539,2010-05-24,9.6,20.5,0.0,0.0,0.0,93.0,65.0,4.0,8.0,12.4,19.3,0,1,2010,5,24,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
540,2010-05-25,12.4,18.0,10.6,0.0,0.0,99.0,87.0,8.0,6.0,14.6,17.7,1,1,2010,5,25,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
541,2010-05-26,13.3,18.8,2.0,0.0,0.0,97.0,85.0,7.0,8.0,15.5,16.4,1,1,2010,5,26,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
542,2010-05-27,14.8,20.2,40.2,15.0,19.0,61.0,54.0,7.0,4.0,18.8,19.5,1,0,2010,5,27,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
543,2010-05-28,12.2,20.8,0.0,0.0,0.0,93.0,73.0,7.0,4.0,12.6,18.2,0,1,2010,5,28,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
544,2010-05-29,13.2,17.4,7.0,0.0,6.0,97.0,86.0,8.0,8.0,14.8,16.5,1,1,2010,5,29,5,3.068697886549468,2.356194490192345,-32.9192953,151.7795348,0,3
545,2010-05-30,12.8,18.0,3.2,28.0,28.0,68.0,57.0,1.0,5.0,14.5,16.9,1,0,2010,5,30,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
546,2010-05-31,13.0,19.5,0.0,6.0,19.0,82.0,84.0,7.0,6.0,13.6,18.0,0,1,2010,5,31,5,3.9269908169872414,5.497787143782138,-32.9192953,151.7795348,0,3
547,2010-06-01,13.6,18.5,9.6,4.0,2.0,72.0,72.0,5.0,7.0,16.5,18.0,1,1,2010,6,1,5,3.9269908169872414,3.9269908169872414,-32.9192953,151.7795348,0,3
548,2010-06-02,6.7,20.0,2.2,0.0,9.0,89.0,76.0,3.0,5.0,14.5,18.0,1,1,2010,6,2,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
549,2010-06-03,14.0,20.5,1.8,4.0,22.0,87.0,75.0,6.0,6.0,16.2,19.0,1,1,2010,6,3,5,9.42477796076938,9.42477796076938,-32.9192953,151.7795348,0,3
550,2010-06-04,16.0,19.0,44.6,0.0,0.0,94.0,97.0,8.0,8.0,16.5,16.5,1,1,2010,6,4,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
551,2010-06-05,14.6,20.0,25.8,19.0,35.0,77.0,59.0,6.0,5.0,15.5,18.8,1,0,2010,6,5,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
552,2010-06-06,9.4,17.8,0.2,9.0,15.0,66.0,53.0,1.0,6.0,12.1,17.4,0,1,2010,6,6,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
553,2010-06-07,12.0,17.8,12.4,4.0,4.0,58.0,63.0,1.0,7.0,13.8,15.8,1,0,2010,6,7,5,3.9269908169872414,5.497787143782138,-32.9192953,151.7795348,0,3
554,2010-06-08,13.738447111777944,18.4,0.8,0.0,0.0,92.0,69.0,5.0,4.0,11.6,16.5,0,0,2010,6,8,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
555,2010-06-09,13.738447111777944,17.8,0.2,4.0,37.0,79.0,37.0,3.0,2.0,10.9,16.4,0,0,2010,6,9,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
556,2010-06-10,13.738447111777944,17.2,0.0,9.0,0.0,52.0,34.0,1.0,1.0,12.2,15.7,0,0,2010,6,10,5,2.356194490192345,4.021946742479966,-32.9192953,151.7795348,0,3
557,2010-06-11,13.738447111777944,16.2,0.0,11.0,11.0,66.0,47.0,1.0,1.0,8.5,15.0,0,0,2010,6,11,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
558,2010-06-12,13.738447111777944,16.7,0.0,4.0,9.0,69.0,43.0,2.0,2.0,9.4,15.3,0,0,2010,6,12,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
559,2010-06-13,13.738447111777944,17.5,0.0,0.0,6.0,70.0,65.0,6.0,3.0,11.8,16.1,0,0,2010,6,13,5,3.068697886549468,3.9269908169872414,-32.9192953,151.7795348,0,3
560,2010-06-14,13.738447111777944,18.0,0.0,4.0,4.0,67.0,20.0,1.0,1.0,13.5,17.0,0,0,2010,6,14,5,2.356194490192345,5.497787143782138,-32.9192953,151.7795348,0,3
561,2010-06-15,13.738447111777944,19.6,0.0,0.0,4.0,89.0,72.0,1.0,2.0,10.7,17.3,0,0,2010,6,15,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
562,2010-06-16,13.738447111777944,18.5,0.2,0.0,4.0,99.0,59.0,8.0,1.0,8.3,17.5,0,0,2010,6,16,5,3.068697886549468,0.7853981633974483,-32.9192953,151.7795348,0,3
563,2010-06-17,13.738447111777944,15.0,0.2,4.0,0.0,87.0,94.0,8.0,8.0,10.4,12.5,0,0,2010,6,17,5,2.356194490192345,4.021946742479966,-32.9192953,151.7795348,0,3
564,2010-06-18,13.738447111777944,18.2,0.1,0.0,0.0,78.0,40.0,0.0,1.0,12.4,16.5,0,0,2010,6,18,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
565,2010-06-19,13.738447111777944,18.2,0.0,4.0,7.0,63.0,39.0,0.0,0.0,11.3,17.0,0,0,2010,6,19,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
566,2010-06-20,13.738447111777944,19.5,0.0,0.0,10.614457831325302,74.0,57.32821497120921,0.0,4.0,13.5,22.30909090909091,0,0,2010,6,20,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
567,2010-06-21,13.738447111777944,16.8,0.0,0.0,4.0,87.0,96.0,3.0,8.0,10.8,14.6,0,1,2010,6,21,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
568,2010-06-22,13.738447111777944,16.8,33.6,0.0,0.0,92.0,85.0,7.0,7.0,14.5,16.4,1,1,2010,6,22,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
569,2010-06-23,13.738447111777944,19.6,10.6,0.0,4.0,97.0,53.0,7.0,5.0,13.5,18.0,1,0,2010,6,23,5,3.068697886549468,0.7853981633974483,-32.9192953,151.7795348,0,3
570,2010-06-24,13.738447111777944,19.2,0.8,0.0,0.0,97.0,59.0,8.0,6.0,12.4,17.5,0,0,2010,6,24,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
571,2010-06-25,13.738447111777944,18.8,0.6,4.0,0.0,92.0,68.0,7.0,6.0,12.2,18.2,0,0,2010,6,25,5,0.7853981633974483,4.021946742479966,-32.9192953,151.7795348,0,3
572,2010-06-26,11.6,19.2,0.8,6.0,7.0,92.0,73.0,8.0,7.0,13.9,17.7,0,0,2010,6,26,5,0.7853981633974483,1.9634954084936207,-32.9192953,151.7795348,0,3
573,2010-06-27,5.2,16.2,0.0,6.0,4.0,63.0,46.0,0.0,1.0,9.7,15.0,0,0,2010,6,27,5,2.748893571891069,3.9269908169872414,-32.9192953,151.7795348,0,3
574,2010-06-28,3.5,16.9,0.2,7.0,0.0,75.0,46.0,1.0,1.0,8.3,15.3,0,0,2010,6,28,5,2.356194490192345,4.021946742479966,-32.9192953,151.7795348,0,3
575,2010-06-29,4.2,14.9,0.0,6.0,7.0,71.0,40.0,0.0,0.0,7.5,13.6,0,0,2010,6,29,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
576,2010-06-30,3.9,14.5,0.0,7.0,7.0,73.0,45.0,1.0,1.0,6.2,13.4,0,0,2010,6,30,5,2.356194490192345,3.9269908169872414,-32.9192953,151.7795348,0,3
577,2010-07-01,4.6,17.2,0.0,4.0,0.0,66.0,40.0,6.0,6.0,8.5,15.5,0,0,2010,7,1,5,2.356194490192345,4.021946742479966,-32.9192953,151.7795348,0,3
578,2010-07-02,6.7,13.7,0.0,0.0,0.0,79.0,64.0,7.0,8.0,9.4,13.4,0,0,2010,7,2,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
579,2010-07-03,7.0,16.3,0.0,9.0,10.614457831325302,72.0,57.32821497120921,5.0,4.0,10.8,22.30909090909091,0,0,2010,7,3,5,2.356194490192345,4.021946742479966,-32.9192953,151.7795348,0,3
580,2010-07-04,5.8,17.2,0.0,0.0,0.0,71.0,67.0,5.0,6.0,10.3,16.0,0,1,2010,7,4,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
581,2010-07-05,8.8,16.0,7.0,4.0,0.0,97.0,79.0,8.0,7.0,9.8,15.2,1,1,2010,7,5,5,0.7853981633974483,4.021946742479966,-32.9192953,151.7795348,0,3
582,2010-07-06,9.5,17.7,4.2,0.0,2.0,97.0,73.0,8.0,6.0,12.2,16.2,1,0,2010,7,6,5,3.068697886549468,2.356194490192345,-32.9192953,151.7795348,0,3
583,2010-07-07,11.5,16.2,0.4,19.0,7.0,75.0,88.0,8.0,7.0,13.4,14.9,0,1,2010,7,7,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
584,2010-07-08,10.4,17.2,9.8,4.0,4.0,91.0,92.0,7.0,7.0,12.4,14.2,1,1,2010,7,8,5,3.9269908169872414,3.9269908169872414,-32.9192953,151.7795348,0,3
585,2010-07-09,10.6,16.3,7.0,13.0,0.0,94.0,87.0,7.0,7.0,12.1,15.0,1,1,2010,7,9,5,3.9269908169872414,4.021946742479966,-32.9192953,151.7795348,0,3
586,2010-07-10,7.6,18.4,15.4,0.0,4.0,99.0,80.0,8.0,6.0,8.8,16.5,1,0,2010,7,10,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
587,2010-07-11,9.0,17.2,0.0,0.0,0.0,96.0,84.0,6.0,7.0,12.8,16.8,0,0,2010,7,11,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
588,2010-07-12,12.4,17.5,0.0,0.0,0.0,91.0,65.0,8.0,6.0,14.3,17.4,0,0,2010,7,12,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
589,2010-07-13,12.5,18.5,0.8,0.0,0.0,89.0,82.0,8.0,8.0,15.5,17.8,0,1,2010,7,13,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
590,2010-07-14,13.0,17.8,3.6,15.0,37.0,94.0,34.0,8.0,2.0,13.5,16.8,1,0,2010,7,14,5,2.356194490192345,2.356194490192345,-32.9192953,151.7795348,0,3
591,2010-07-15,11.2,17.7,0.4,9.0,11.0,52.0,40.0,1.0,3.0,12.8,16.2,0,0,2010,7,15,5,3.9269908169872414,3.9269908169872414,-32.9192953,151.7795348,0,3
592,2010-07-16,4.0,16.4,0.1,0.0,6.0,68.0,50.0,1.0,2.0,9.0,15.5,0,0,2010,7,16,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
593,2010-07-17,5.5,17.3,0.0,0.0,4.0,84.0,58.0,6.0,2.0,8.8,16.4,0,0,2010,7,17,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
594,2010-07-18,4.4,20.0,0.2,4.0,10.614457831325302,95.0,57.32821497120921,0.0,4.0,8.5,22.30909090909091,0,0,2010,7,18,5,0.7853981633974483,4.021946742479966,-32.9192953,151.7795348,0,3
595,2010-07-19,6.3,17.8,0.1,2.0,0.0,90.0,61.0,6.0,7.0,9.8,16.4,0,0,2010,7,19,5,2.356194490192345,4.021946742479966,-32.9192953,151.7795348,0,3
596,2010-07-20,8.8,17.5,0.1,4.0,6.0,69.0,51.0,6.0,6.0,12.3,16.5,0,1,2010,7,20,5,2.356194490192345,3.9269908169872414,-32.9192953,151.7795348,0,3
597,2010-07-21,8.5,15.7,10.8,4.0,11.0,81.0,54.0,6.0,5.0,10.7,14.9,1,0,2010,7,21,5,3.9269908169872414,3.9269908169872414,-32.9192953,151.7795348,0,3
598,2010-07-22,4.5,16.2,0.0,7.0,19.0,66.0,65.0,6.0,5.0,10.5,14.8,0,1,2010,7,22,5,2.356194490192345,3.9269908169872414,-32.9192953,151.7795348,0,3
599,2010-07-23,7.8,18.1,9.4,4.0,4.0,82.0,59.0,5.0,5.0,11.8,17.8,1,0,2010,7,23,5,2.356194490192345,3.141592653589793,-32.9192953,151.7795348,0,3
600,2010-07-24,9.4,18.2,0.4,0.0,19.0,91.0,72.0,8.0,6.0,12.2,16.3,0,0,2010,7,24,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
601,2010-07-25,9.0,17.3,0.2,0.0,10.614457831325302,81.0,57.32821497120921,4.0,4.0,13.7,22.30909090909091,0,0,2010,7,25,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
602,2010-07-26,9.5,17.2,0.8,4.0,19.0,77.0,67.0,5.0,6.0,13.2,16.3,0,1,2010,7,26,5,5.497787143782138,5.497787143782138,-32.9192953,151.7795348,0,3
603,2010-07-27,9.2,16.2,3.4,0.0,4.0,97.0,69.0,7.0,8.0,12.8,15.5,1,1,2010,7,27,5,3.068697886549468,5.497787143782138,-32.9192953,151.7795348,0,3
604,2010-07-28,12.2,16.0,2.8,0.0,4.0,99.0,96.0,8.0,8.0,14.4,14.4,1,1,2010,7,28,5,3.068697886549468,3.9269908169872414,-32.9192953,151.7795348,0,3
605,2010-07-29,11.9,15.0,22.2,0.0,0.0,96.0,93.0,7.0,8.0,12.8,14.6,1,0,2010,7,29,5,3.068697886549468,4.021946742479966,-32.9192953,151.7795348,0,3
