,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
111039,111039,2009-12-01,PearceRAAF,10.9,25.7,0.0,12.4,WSW,46.0,SW,WSW,17.0,26.0,45.0,46.0,1015.9,1015.2,1.0,6.0,21.6,23.7,0,0,2009,12,1,38,3.5342917352885173,3.9269908169872414,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111040,111040,2009-12-02,PearceRAAF,11.5,25.3,0.0,13.2,SW,46.0,SSE,SSW,22.0,31.0,44.0,33.0,1021.6,1018.9,1.0,0.0,19.4,23.7,0,0,2009,12,2,38,3.9269908169872414,5.105088062083414,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
111041,111041,2009-12-03,PearceRAAF,11.8,30.3,0.0,13.2,ESE,52.0,SE,ESE,22.0,20.0,43.0,28.0,1022.1,1020.1,0.0,0.0,21.0,26.6,0,0,2009,12,3,38,5.890486225480862,5.497787143782138,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111042,111042,2009-12-04,PearceRAAF,14.3,36.7,0.0,13.1,ESE,39.0,E,S,20.0,17.0,33.0,15.0,1018.5,1013.9,2.0,,25.1,35.7,0,0,2009,12,4,38,5.890486225480862,0.0,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
111043,111043,2009-12-05,PearceRAAF,18.9,39.2,0.0,13.1,ESE,41.0,ENE,WSW,13.0,28.0,28.0,19.0,1013.8,1011.3,,,31.2,36.7,0,0,2009,12,5,38,5.890486225480862,0.3926990816987241,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111044,111044,2009-12-06,PearceRAAF,16.7,33.5,0.0,10.5,ESE,50.0,S,SW,13.0,26.0,46.0,36.0,1014.4,1012.2,,,25.9,29.8,0,0,2009,12,6,38,5.890486225480862,9.42477796076938,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111045,111045,2009-12-07,PearceRAAF,17.8,29.0,0.0,11.2,ESE,54.0,SE,ESE,24.0,22.0,50.0,28.0,1018.0,1015.9,3.0,1.0,21.6,28.0,0,0,2009,12,7,38,5.890486225480862,5.497787143782138,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111046,111046,2009-12-08,PearceRAAF,13.2,29.1,0.0,12.7,E,50.0,ESE,SW,19.0,31.0,39.0,32.0,1020.6,1016.2,3.0,2.0,20.4,26.8,0,0,2009,12,8,38,0.0,5.890486225480862,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111047,111047,2009-12-09,PearceRAAF,14.6,29.6,0.0,12.7,SSE,41.0,ESE,SSE,20.0,20.0,50.0,12.0,1019.8,1016.7,1.0,0.0,20.3,28.5,0,0,2009,12,9,38,5.105088062083414,5.890486225480862,5.105088062083414,-31.667778,116.015,WA,Evaporation,5,8
111048,111048,2009-12-10,PearceRAAF,13.7,28.8,0.0,12.7,ESE,46.0,E,SSE,20.0,17.0,36.0,18.0,1023.5,1019.8,2.0,3.0,19.7,28.0,0,0,2009,12,10,38,5.890486225480862,0.0,5.105088062083414,-31.667778,116.015,WA,Evaporation,5,8
111049,111049,2009-12-11,PearceRAAF,11.5,32.3,0.0,13.4,E,50.0,E,ESE,19.0,19.0,33.0,14.0,1021.1,1017.3,1.0,,23.1,31.6,0,0,2009,12,11,38,0.0,0.0,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111050,111050,2009-12-12,PearceRAAF,13.3,37.1,0.0,13.2,ENE,37.0,NE,E,19.0,15.0,16.0,8.0,1016.8,1012.0,,,28.3,36.5,0,0,2009,12,12,38,0.3926990816987241,0.7853981633974483,0.0,-31.667778,116.015,WA,Evaporation,5,8
111051,111051,2009-12-13,PearceRAAF,13.3,40.6,0.0,13.5,WSW,44.0,NE,SW,19.0,35.0,15.0,10.0,1011.3,1008.4,,,32.6,38.0,0,0,2009,12,13,38,3.5342917352885173,0.7853981633974483,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111052,111052,2009-12-14,PearceRAAF,12.0,32.4,0.0,12.8,WSW,37.0,SSW,WSW,7.0,24.0,57.0,33.0,1009.1,1009.3,,,25.0,28.7,0,0,2009,12,14,38,3.5342917352885173,4.319689898685965,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111053,111053,2009-12-15,PearceRAAF,9.8,28.6,0.0,8.7,WSW,44.0,S,SW,13.0,31.0,60.0,43.0,1013.7,1011.5,,,17.9,26.8,0,0,2009,12,15,38,3.5342917352885173,9.42477796076938,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111054,111054,2009-12-16,PearceRAAF,12.7,26.4,0.0,10.1,ESE,56.0,S,SSW,19.0,28.0,48.0,30.0,1017.4,1015.6,1.0,,18.6,25.4,0,0,2009,12,16,38,5.890486225480862,9.42477796076938,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
111055,111055,2009-12-17,PearceRAAF,13.6,29.3,0.0,13.3,ESE,57.0,E,ESE,26.0,19.0,41.0,18.0,1023.0,1018.8,,,18.6,27.7,0,0,2009,12,17,38,5.890486225480862,0.0,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111056,111056,2009-12-18,PearceRAAF,16.1,35.0,0.0,12.7,E,63.0,ENE,E,24.0,15.0,32.0,13.0,1018.7,1014.4,,,23.5,34.0,0,0,2009,12,18,38,0.0,0.3926990816987241,0.0,-31.667778,116.015,WA,Evaporation,5,8
111057,111057,2009-12-19,PearceRAAF,22.0,35.7,0.0,11.9,N,63.0,ESE,,9.0,,27.0,,1012.5,,,,30.9,,0,0,2009,12,19,38,1.5707963267948966,5.890486225480862,,-31.667778,116.015,WA,Evaporation,5,8
111058,111058,2009-12-20,PearceRAAF,18.6,37.8,0.0,13.1,W,39.0,SSE,SW,6.0,26.0,36.0,26.0,1011.2,1008.8,,,30.9,35.3,0,0,2009,12,20,38,3.141592653589793,5.105088062083414,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111059,111059,2009-12-21,PearceRAAF,21.1,36.9,0.0,13.2,SSW,46.0,SE,SW,15.0,31.0,41.0,29.0,1009.3,1005.6,,,26.5,34.7,0,0,2009,12,21,38,4.319689898685965,5.497787143782138,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111060,111060,2009-12-22,PearceRAAF,18.6,35.0,0.0,11.7,SW,41.0,ENE,WSW,13.0,28.0,41.0,34.0,1006.2,1002.9,,,25.6,30.2,0,0,2009,12,22,38,3.9269908169872414,0.3926990816987241,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111061,111061,2009-12-23,PearceRAAF,15.3,27.1,0.0,12.5,SSW,48.0,SSW,SSW,28.0,30.0,46.0,38.0,1012.0,1011.5,,,20.6,25.2,0,0,2009,12,23,38,4.319689898685965,4.319689898685965,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
111062,111062,2009-12-24,PearceRAAF,14.7,32.6,0.0,13.0,SSW,48.0,E,SSW,17.0,13.0,38.0,11.0,1019.0,1015.1,,,21.5,31.5,0,0,2009,12,24,38,4.319689898685965,0.0,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
111063,111063,2009-12-25,PearceRAAF,13.9,35.5,0.0,10.4,SSW,35.0,E,ESE,13.0,13.0,31.0,12.0,1016.0,1012.2,,,25.6,33.9,0,0,2009,12,25,38,4.319689898685965,0.0,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111064,111064,2009-12-26,PearceRAAF,14.6,37.4,0.0,11.9,WSW,41.0,SSW,SW,15.0,20.0,28.0,19.0,1012.1,1010.0,,,26.9,35.6,0,0,2009,12,26,38,3.5342917352885173,4.319689898685965,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111065,111065,2009-12-27,PearceRAAF,15.0,35.4,0.0,13.2,WSW,39.0,SE,W,15.0,24.0,33.0,25.0,1016.0,1012.6,,,26.3,35.2,0,0,2009,12,27,38,3.5342917352885173,5.497787143782138,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
111066,111066,2009-12-28,PearceRAAF,14.8,40.8,0.0,9.7,E,59.0,E,WSW,31.0,39.0,28.0,14.0,1011.5,1008.1,,,30.0,38.2,0,0,2009,12,28,38,0.0,0.0,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111067,111067,2009-12-29,PearceRAAF,26.1,43.4,0.0,4.1,NNW,59.0,ENE,W,26.0,24.0,16.0,14.0,1002.8,1001.8,,,36.1,35.9,0,0,2009,12,29,38,1.9634954084936207,0.3926990816987241,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
111068,111068,2009-12-30,PearceRAAF,16.8,25.6,0.0,12.9,SW,54.0,SW,WSW,30.0,26.0,45.0,46.0,1013.4,1013.2,2.0,1.0,21.7,24.1,0,0,2009,12,30,38,3.9269908169872414,3.9269908169872414,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111069,111069,2009-12-31,PearceRAAF,15.0,29.7,0.0,12.1,SW,43.0,E,SW,24.0,30.0,44.0,30.0,1016.4,1012.4,,,20.6,28.3,0,0,2009,12,31,38,3.9269908169872414,0.0,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111070,111070,2010-01-01,PearceRAAF,12.0,32.4,0.0,13.1,SW,41.0,SE,S,19.0,11.0,37.0,15.0,1017.5,1015.1,,,22.5,31.8,0,0,2010,1,1,38,3.9269908169872414,5.497787143782138,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
111071,111071,2010-01-02,PearceRAAF,17.8,37.1,0.0,13.5,E,61.0,E,ESE,26.0,19.0,35.0,15.0,1018.3,1013.9,,,24.8,36.3,0,0,2010,1,2,38,0.0,0.0,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111072,111072,2010-01-03,PearceRAAF,22.9,41.4,0.0,13.0,E,59.0,ENE,WSW,20.0,11.0,15.0,9.0,1012.2,1008.1,,,30.9,40.9,0,0,2010,1,3,38,0.0,0.3926990816987241,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111073,111073,2010-01-04,PearceRAAF,21.4,38.0,0.0,12.5,SE,52.0,ESE,SE,26.0,26.0,36.0,15.0,1009.1,1004.8,,,26.1,36.7,0,0,2010,1,4,38,5.497787143782138,5.890486225480862,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
111074,111074,2010-01-05,PearceRAAF,18.3,40.8,0.0,12.8,E,52.0,ESE,SSW,26.0,13.0,40.0,13.0,1007.9,1003.5,,,25.4,39.7,0,0,2010,1,5,38,0.0,5.890486225480862,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
111075,111075,2010-01-06,PearceRAAF,21.3,38.2,0.0,12.7,ESE,43.0,NNE,WSW,6.0,28.0,38.0,41.0,1004.0,1005.2,,,28.2,30.9,0,0,2010,1,6,38,5.890486225480862,1.1780972450961724,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111076,111076,2010-01-07,PearceRAAF,13.5,30.4,0.0,13.1,WSW,44.0,SW,SW,9.0,31.0,58.0,47.0,1011.1,1008.4,1.0,,22.3,28.0,0,0,2010,1,7,38,3.5342917352885173,3.9269908169872414,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111077,111077,2010-01-08,PearceRAAF,13.9,36.1,0.0,13.2,SW,43.0,SE,SW,19.0,28.0,45.0,34.0,1011.2,1007.3,,,25.5,32.9,0,0,2010,1,8,38,3.9269908169872414,5.497787143782138,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111078,111078,2010-01-09,PearceRAAF,16.3,35.5,0.0,13.2,WSW,44.0,NE,WSW,13.0,35.0,33.0,32.0,1006.6,1005.9,,,28.3,30.7,0,0,2010,1,9,38,3.5342917352885173,0.7853981633974483,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111079,111079,2010-01-10,PearceRAAF,14.6,28.1,0.0,11.8,SW,46.0,S,SSW,20.0,30.0,57.0,47.0,1010.9,1009.3,1.0,,23.1,25.2,0,0,2010,1,10,38,3.9269908169872414,9.42477796076938,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
111080,111080,2010-01-11,PearceRAAF,12.9,26.3,0.0,12.3,S,50.0,S,SSW,26.0,24.0,40.0,37.0,1016.1,1013.5,1.0,1.0,20.6,24.7,0,0,2010,1,11,38,9.42477796076938,9.42477796076938,4.319689898685965,-31.667778,116.015,WA,Evaporation,5,8
111081,111081,2010-01-12,PearceRAAF,13.1,31.5,0.0,13.2,SSW,43.0,ENE,S,22.0,11.0,38.0,19.0,1018.5,1013.7,0.0,0.0,21.7,30.1,0,0,2010,1,12,38,4.319689898685965,0.3926990816987241,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
111082,111082,2010-01-13,PearceRAAF,14.1,37.1,0.0,13.1,SW,50.0,ENE,SW,15.0,33.0,28.0,18.0,1014.4,1012.1,0.0,0.0,27.2,35.6,0,0,2010,1,13,38,3.9269908169872414,0.3926990816987241,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111083,111083,2010-01-14,PearceRAAF,20.0,40.9,0.0,13.1,SW,44.0,NE,SW,13.0,30.0,19.0,13.0,1012.2,1009.1,0.0,1.0,32.2,38.1,0,0,2010,1,14,38,3.9269908169872414,0.7853981633974483,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111084,111084,2010-01-15,PearceRAAF,17.2,35.8,0.0,13.2,E,52.0,SE,SE,20.0,19.0,45.0,17.0,1016.0,1013.6,0.0,,24.6,34.9,0,0,2010,1,15,38,0.0,5.497787143782138,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
111085,111085,2010-01-16,PearceRAAF,15.8,36.3,0.0,13.3,E,52.0,ESE,E,28.0,24.0,36.0,10.0,1018.9,1014.2,,,22.3,34.7,0,0,2010,1,16,38,0.0,5.890486225480862,0.0,-31.667778,116.015,WA,Evaporation,5,8
111086,111086,2010-01-17,PearceRAAF,22.2,43.2,0.0,13.2,ENE,61.0,ENE,ESE,26.0,13.0,21.0,10.0,1014.4,1010.7,,,29.6,42.2,0,0,2010,1,17,38,0.3926990816987241,0.3926990816987241,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111087,111087,2010-01-18,PearceRAAF,28.8,44.2,0.0,12.8,,,N,WSW,22.0,30.0,10.0,8.0,1011.6,1007.9,1.0,,35.9,43.5,0,0,2010,1,18,38,,1.5707963267948966,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111088,111088,2010-01-19,PearceRAAF,24.9,43.3,0.0,8.4,E,50.0,E,WSW,13.0,19.0,17.0,9.0,1008.9,1006.1,5.0,3.0,33.0,42.7,0,0,2010,1,19,38,0.0,0.0,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111089,111089,2010-01-20,PearceRAAF,19.8,31.6,0.0,11.0,WSW,50.0,WSW,WSW,9.0,35.0,62.0,39.0,1008.5,1007.4,4.0,1.0,24.4,30.1,0,0,2010,1,20,38,3.5342917352885173,3.5342917352885173,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111090,111090,2010-01-21,PearceRAAF,18.8,30.4,0.0,10.0,SE,46.0,ESE,WSW,19.0,31.0,54.0,33.0,1015.6,1012.1,5.0,0.0,20.7,28.6,0,0,2010,1,21,38,5.497787143782138,5.890486225480862,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111091,111091,2010-01-22,PearceRAAF,16.7,33.2,0.0,13.1,ENE,44.0,E,ESE,19.0,20.0,38.0,17.0,1014.9,1010.9,0.0,,23.1,32.2,0,0,2010,1,22,38,0.3926990816987241,0.0,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111092,111092,2010-01-23,PearceRAAF,15.5,37.9,0.0,11.3,WSW,44.0,E,SW,20.0,24.0,30.0,25.0,1009.6,1004.8,,,27.1,35.3,0,0,2010,1,23,38,3.5342917352885173,0.0,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111093,111093,2010-01-24,PearceRAAF,22.1,36.1,0.0,13.0,E,50.0,E,W,26.0,24.0,31.0,31.0,1004.1,1003.4,,,30.5,32.7,0,0,2010,1,24,38,0.0,0.0,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
111094,111094,2010-01-25,PearceRAAF,19.7,32.2,0.0,6.0,ESE,50.0,NNE,SW,4.0,11.0,69.0,42.0,1009.0,1007.2,8.0,2.0,23.3,30.8,0,0,2010,1,25,38,5.890486225480862,1.1780972450961724,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111095,111095,2010-01-26,PearceRAAF,20.6,35.6,0.0,13.2,E,67.0,ESE,S,20.0,15.0,50.0,25.0,1012.2,1008.7,,,25.2,35.0,0,0,2010,1,26,38,0.0,5.890486225480862,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
111096,111096,2010-01-27,PearceRAAF,19.7,37.5,0.0,12.7,E,67.0,E,ENE,20.0,9.0,47.0,22.0,1012.5,1009.6,0.0,0.0,26.9,35.6,0,0,2010,1,27,38,0.0,0.0,0.3926990816987241,-31.667778,116.015,WA,Evaporation,5,8
111097,111097,2010-01-28,PearceRAAF,19.6,37.2,0.0,13.0,ESE,67.0,ESE,SE,26.0,22.0,47.0,23.0,1013.8,1009.7,0.0,0.0,25.8,35.8,0,0,2010,1,28,38,5.890486225480862,5.890486225480862,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
111098,111098,2010-01-29,PearceRAAF,21.5,41.0,0.0,13.0,E,67.0,E,S,15.0,17.0,33.0,18.0,1009.9,1005.0,3.0,3.0,28.3,39.7,0,0,2010,1,29,38,0.0,0.0,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
111099,111099,2010-01-30,PearceRAAF,21.7,33.6,0.0,13.1,SSW,46.0,S,SW,22.0,31.0,40.0,34.0,1008.0,1008.1,,,27.1,31.3,0,0,2010,1,30,38,4.319689898685965,9.42477796076938,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111100,111100,2010-01-31,PearceRAAF,16.1,31.9,0.0,12.5,ESE,48.0,ESE,SE,28.0,22.0,42.0,17.0,1016.9,1012.5,,,20.8,30.4,0,0,2010,1,31,38,5.890486225480862,5.890486225480862,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
111101,111101,2010-02-01,PearceRAAF,16.9,35.8,0.0,12.7,SW,48.0,E,SW,15.0,30.0,33.0,26.0,1009.9,1006.1,3.0,1.0,25.3,33.6,0,0,2010,2,1,38,3.9269908169872414,0.0,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111102,111102,2010-02-02,PearceRAAF,16.5,31.1,0.0,11.2,SSW,50.0,SSE,SW,19.0,33.0,51.0,42.0,1008.9,1007.6,4.0,0.0,20.7,28.7,0,0,2010,2,2,38,4.319689898685965,5.105088062083414,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111103,111103,2010-02-03,PearceRAAF,10.3,28.0,0.0,12.9,SSW,44.0,SSE,SE,26.0,20.0,33.0,14.0,1017.9,1015.1,1.0,1.0,18.6,26.8,0,0,2010,2,3,38,4.319689898685965,5.105088062083414,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
111104,111104,2010-02-04,PearceRAAF,14.6,29.3,0.0,12.5,ESE,61.0,E,ESE,22.0,15.0,36.0,14.0,1018.7,1013.2,4.0,5.0,19.9,28.0,0,0,2010,2,4,38,5.890486225480862,0.0,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111105,111105,2010-02-08,PearceRAAF,16.9,37.9,0.2,10.1,SSW,46.0,ENE,SW,13.0,30.0,32.0,23.0,1014.6,1010.3,5.0,5.0,28.5,34.8,0,0,2010,2,8,38,4.319689898685965,0.3926990816987241,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111106,111106,2010-02-09,PearceRAAF,15.5,37.5,0.0,12.2,W,48.0,NNE,WNW,20.0,24.0,30.0,33.0,1010.5,1011.1,1.0,1.0,32.9,32.1,0,0,2010,2,9,38,3.141592653589793,1.1780972450961724,2.748893571891069,-31.667778,116.015,WA,Evaporation,5,8
111107,111107,2010-02-10,PearceRAAF,19.9,26.7,0.0,3.8,SW,37.0,W,WSW,13.0,19.0,81.0,59.0,1016.1,1014.2,8.0,6.0,21.2,26.2,0,0,2010,2,10,38,3.9269908169872414,3.141592653589793,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111108,111108,2010-02-11,PearceRAAF,19.4,28.1,0.0,7.4,SW,35.0,SSE,W,6.0,19.0,80.0,57.0,1016.0,1013.8,8.0,3.0,21.6,27.4,0,0,2010,2,11,38,3.9269908169872414,5.105088062083414,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
111109,111109,2010-02-12,PearceRAAF,16.5,35.0,0.0,12.3,WSW,44.0,SSW,SW,13.0,33.0,61.0,35.0,1013.7,1010.3,2.0,,25.4,33.5,0,0,2010,2,12,38,3.5342917352885173,4.319689898685965,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111110,111110,2010-02-13,PearceRAAF,18.8,34.6,0.0,12.9,E,52.0,E,SE,22.0,15.0,46.0,20.0,1012.7,1008.8,,,24.1,33.2,0,0,2010,2,13,38,0.0,0.0,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
111111,111111,2010-02-14,PearceRAAF,15.6,38.5,0.0,11.5,E,44.0,ENE,SW,30.0,30.0,34.0,19.0,1009.4,1006.2,,,28.5,37.8,0,0,2010,2,14,38,0.0,0.3926990816987241,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111112,111112,2010-02-15,PearceRAAF,15.5,34.9,0.0,11.5,WSW,41.0,S,WSW,9.0,28.0,45.0,33.0,1008.2,1007.4,6.0,5.0,26.0,31.1,0,0,2010,2,15,38,3.5342917352885173,9.42477796076938,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111113,111113,2010-02-16,PearceRAAF,17.8,32.7,0.0,10.6,E,50.0,SSW,W,13.0,22.0,57.0,37.0,1014.1,1012.2,5.0,6.0,23.5,31.8,0,0,2010,2,16,38,0.0,4.319689898685965,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
111114,111114,2010-02-17,PearceRAAF,20.8,35.7,0.0,10.0,E,52.0,E,WSW,20.0,13.0,57.0,24.0,1014.8,1011.6,5.0,1.0,24.5,34.7,0,0,2010,2,17,38,0.0,0.0,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111115,111115,2010-02-18,PearceRAAF,14.2,39.5,0.0,11.6,SW,39.0,E,WSW,7.0,28.0,47.0,31.0,1013.4,1011.3,,3.0,28.4,34.0,0,0,2010,2,18,38,3.9269908169872414,0.0,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111116,111116,2010-02-19,PearceRAAF,15.9,30.5,0.0,6.4,SW,37.0,W,WSW,9.0,28.0,69.0,39.0,1015.9,1014.0,5.0,7.0,22.5,28.6,0,0,2010,2,19,38,3.9269908169872414,3.141592653589793,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111117,111117,2010-02-20,PearceRAAF,15.2,31.7,0.0,9.3,SW,43.0,ESE,SW,17.0,28.0,49.0,41.0,1016.8,1014.6,,,23.9,28.5,0,0,2010,2,20,38,3.9269908169872414,5.890486225480862,3.9269908169872414,-31.667778,116.015,WA,Evaporation,5,8
111118,111118,2010-02-21,PearceRAAF,15.2,32.2,0.0,12.1,E,44.0,E,S,17.0,11.0,53.0,26.0,1017.7,1014.1,,,23.4,31.4,0,0,2010,2,21,38,0.0,0.0,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
111119,111119,2010-02-22,PearceRAAF,17.7,34.8,0.0,12.1,E,54.0,E,SE,20.0,20.0,38.0,21.0,1018.1,1014.2,4.0,3.0,24.4,34.1,0,0,2010,2,22,38,0.0,0.0,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
111120,111120,2010-02-23,PearceRAAF,17.1,37.2,0.0,10.9,ESE,61.0,ESE,ESE,13.0,15.0,35.0,15.0,1016.6,1012.5,4.0,4.0,27.2,36.4,0,0,2010,2,23,38,5.890486225480862,5.890486225480862,5.890486225480862,-31.667778,116.015,WA,Evaporation,5,8
111121,111121,2010-02-24,PearceRAAF,22.1,39.4,0.0,12.2,ESE,65.0,E,E,35.0,20.0,34.0,17.0,1013.2,1009.2,0.0,,27.4,38.7,0,0,2010,2,24,38,5.890486225480862,0.0,0.0,-31.667778,116.015,WA,Evaporation,5,8
111122,111122,2010-02-25,PearceRAAF,25.7,41.8,0.0,12.0,E,46.0,NE,E,13.0,13.0,27.0,14.0,1012.5,1008.5,1.0,2.0,31.4,40.8,0,0,2010,2,25,38,0.0,0.7853981633974483,0.0,-31.667778,116.015,WA,Evaporation,5,8
111123,111123,2010-02-26,PearceRAAF,26.4,39.9,0.0,7.3,E,63.0,E,SSE,35.0,31.0,31.0,22.0,1010.6,1008.8,1.0,,31.4,37.6,0,0,2010,2,26,38,0.0,0.0,5.105088062083414,-31.667778,116.015,WA,Evaporation,5,8
111124,111124,2010-02-27,PearceRAAF,22.4,38.7,0.0,11.5,E,70.0,E,E,37.0,31.0,42.0,17.0,1013.4,1011.6,,,27.4,37.9,0,0,2010,2,27,38,0.0,0.0,0.0,-31.667778,116.015,WA,Evaporation,5,8
111125,111125,2010-02-28,PearceRAAF,21.4,36.8,0.0,12.0,E,65.0,ENE,ENE,24.0,22.0,38.0,14.0,1016.6,1012.5,,,25.4,36.2,0,0,2010,2,28,38,0.0,0.3926990816987241,0.3926990816987241,-31.667778,116.015,WA,Evaporation,5,8
111126,111126,2010-03-01,PearceRAAF,20.4,39.9,0.0,11.6,ENE,54.0,NE,S,26.0,7.0,31.0,13.0,1014.6,1010.9,,,29.2,39.5,0,0,2010,3,1,38,0.3926990816987241,0.7853981633974483,9.42477796076938,-31.667778,116.015,WA,Evaporation,5,8
111127,111127,2010-03-02,PearceRAAF,23.2,39.2,0.0,11.4,WNW,41.0,NNW,W,13.0,19.0,18.0,20.0,1013.4,1011.1,0.0,3.0,31.4,36.2,0,0,2010,3,2,38,2.748893571891069,1.9634954084936207,3.141592653589793,-31.667778,116.015,WA,Evaporation,5,8
111128,111128,2010-03-03,PearceRAAF,15.9,33.8,0.0,11.4,WSW,39.0,S,WSW,13.0,30.0,55.0,35.0,1014.0,1011.1,0.0,0.0,24.5,32.1,0,0,2010,3,3,38,3.5342917352885173,9.42477796076938,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111129,111129,2010-03-04,PearceRAAF,16.6,28.9,0.0,11.3,WSW,46.0,SE,WSW,24.0,28.0,52.0,38.0,1017.7,1014.5,4.0,1.0,20.2,27.1,0,0,2010,3,4,38,3.5342917352885173,5.497787143782138,3.5342917352885173,-31.667778,116.015,WA,Evaporation,5,8
111130,111130,2010-03-05,PearceRAAF,11.2,27.5,0.0,11.1,ESE,43.0,SE,SE,28.0,24.0,46.0,22.0,1023.5,1019.7,4.0,5.0,17.9,26.2,0,0,2010,3,5,38,5.890486225480862,5.497787143782138,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
111131,111131,2010-03-06,PearceRAAF,14.5,29.5,0.0,11.4,ESE,43.0,ESE,SE,31.0,26.0,43.0,27.0,1024.5,1020.7,,,20.1,28.2,0,0,2010,3,6,38,5.890486225480862,5.890486225480862,5.497787143782138,-31.667778,116.015,WA,Evaporation,5,8
