,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
1473,1473,2013-04-08,Albury,11.5,26.0,0.0,ESE,17.0,E,S,2.0,9.0,67.0,44.0,1026.0,1023.3,,8.0,17.5,24.4,0,0,2013,4,8,0,5.890486225480862,0.0,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1474,1474,2013-04-09,Albury,10.7,26.6,0.0,SW,19.0,SSW,S,4.0,11.0,72.0,39.0,1027.3,1022.8,1.0,1.0,16.7,25.3,0,0,2013,4,9,0,3.9269908169872414,4.319689898685965,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1475,1475,2013-04-10,Albury,10.3,27.1,0.0,WNW,24.0,E,SSW,6.0,6.0,72.0,38.0,1024.8,1020.6,,1.0,16.8,26.0,0,0,2013,4,10,0,2.748893571891069,0.0,4.319689898685965,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1476,1476,2013-04-11,Albury,10.3,27.6,0.0,WNW,24.0,SE,W,7.0,15.0,76.0,34.0,1023.9,1021.0,,,17.0,27.3,0,0,2013,4,11,0,2.748893571891069,5.497787143782138,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1477,1477,2013-04-12,Albury,11.4,28.2,0.0,NNE,28.0,E,N,7.0,2.0,74.0,33.0,1025.2,1021.0,,4.0,18.0,27.2,0,0,2013,4,12,0,1.1780972450961724,0.0,1.5707963267948966,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1478,1478,2013-04-13,Albury,10.4,26.7,0.0,N,28.0,SE,NNW,7.0,15.0,75.0,32.0,1019.9,1013.9,,,17.3,26.2,0,0,2013,4,13,0,1.5707963267948966,5.497787143782138,1.9634954084936207,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1479,1479,2013-04-14,Albury,14.4,24.8,0.0,SSE,17.0,SSE,SSE,7.0,9.0,80.0,53.0,1013.0,1009.1,7.0,8.0,17.4,23.3,0,0,2013,4,14,0,5.105088062083414,5.105088062083414,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1480,1480,2013-04-15,Albury,14.5,23.6,0.8,W,30.0,ESE,W,2.0,19.0,77.0,47.0,1010.6,1009.0,,,18.9,22.8,0,0,2013,4,15,0,3.141592653589793,5.890486225480862,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1481,1481,2013-04-16,Albury,8.3,23.8,0.0,SSE,22.0,E,SW,7.0,9.0,63.0,43.0,1015.2,1012.9,,,16.6,22.5,0,0,2013,4,16,0,5.105088062083414,0.0,3.9269908169872414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1482,1482,2013-04-17,Albury,8.9,22.2,0.0,SW,17.0,NE,SE,2.0,7.0,69.0,49.0,1016.9,1013.8,,,15.6,21.1,0,0,2013,4,17,0,3.9269908169872414,0.7853981633974483,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1483,1483,2013-04-18,Albury,8.6,23.9,0.0,WSW,39.0,SSE,W,6.0,22.0,73.0,37.0,1016.3,1014.0,,7.0,14.8,22.8,0,0,2013,4,18,0,3.5342917352885173,5.105088062083414,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1484,1484,2013-04-19,Albury,5.1,17.8,0.0,SE,48.0,SSW,SE,11.0,22.0,50.0,41.0,1021.1,1020.0,,,12.4,16.9,0,0,2013,4,19,0,5.497787143782138,4.319689898685965,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1485,1485,2013-04-20,Albury,2.6,20.3,0.0,SE,35.0,SSW,SE,2.0,17.0,55.0,38.0,1019.6,1016.7,,,14.6,19.6,0,0,2013,4,20,0,5.497787143782138,4.319689898685965,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1486,1486,2013-04-21,Albury,4.0,21.1,0.0,N,46.0,ESE,N,6.0,9.0,70.0,35.0,1016.3,1010.7,,6.0,10.6,20.2,0,1,2013,4,21,0,1.5707963267948966,5.890486225480862,1.5707963267948966,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1487,1487,2013-04-22,Albury,10.6,14.6,7.0,WNW,26.0,NNW,W,11.0,11.0,90.0,79.0,1010.7,1010.3,8.0,8.0,11.7,14.2,1,1,2013,4,22,0,2.748893571891069,1.9634954084936207,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1488,1488,2013-04-23,Albury,10.9,20.0,1.6,WSW,30.0,NNW,WSW,7.0,20.0,85.0,47.0,1014.2,1014.2,8.0,,13.5,18.2,1,0,2013,4,23,0,3.5342917352885173,1.9634954084936207,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1489,1489,2013-04-24,Albury,6.0,16.9,0.0,WSW,30.0,S,WSW,2.0,13.0,89.0,48.0,1020.8,1019.4,8.0,8.0,9.9,15.5,0,0,2013,4,24,0,3.5342917352885173,9.42477796076938,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1490,1490,2013-04-25,Albury,5.7,20.5,0.0,WSW,31.0,E,W,2.0,15.0,83.0,48.0,1023.9,1021.4,7.0,3.0,10.2,19.3,0,0,2013,4,25,0,3.5342917352885173,0.0,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1491,1491,2013-04-26,Albury,6.0,21.4,0.0,W,26.0,,W,0.0,13.0,79.0,53.0,1024.8,1022.0,2.0,1.0,13.2,20.5,0,0,2013,4,26,0,3.141592653589793,,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1492,1492,2013-04-27,Albury,5.6,23.1,0.0,N,24.0,NNE,NNW,7.0,11.0,90.0,44.0,1023.0,1017.6,1.0,,11.8,22.8,0,0,2013,4,27,0,1.5707963267948966,1.1780972450961724,1.9634954084936207,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1493,1493,2013-04-28,Albury,7.9,26.5,0.0,WNW,28.0,ENE,W,6.0,17.0,66.0,28.0,1017.8,1015.2,5.0,7.0,16.7,24.9,0,0,2013,4,28,0,2.748893571891069,0.3926990816987241,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1494,1494,2013-04-29,Albury,7.9,15.8,0.2,W,17.0,,NW,0.0,2.0,92.0,77.0,1024.2,1024.4,8.0,7.0,12.1,15.6,0,1,2013,4,29,0,3.141592653589793,,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1495,1495,2013-04-30,Albury,8.6,20.4,2.6,WSW,19.0,SSE,SW,6.0,9.0,77.0,62.0,1025.6,1021.9,,3.0,13.0,19.3,1,0,2013,4,30,0,3.5342917352885173,5.105088062083414,3.9269908169872414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1496,1496,2013-05-01,Albury,9.3,17.9,0.2,WSW,33.0,S,WSW,6.0,19.0,83.0,50.0,1020.9,1019.3,7.0,,11.9,17.5,0,0,2013,5,1,0,3.5342917352885173,9.42477796076938,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1497,1497,2013-05-02,Albury,2.5,18.6,0.0,SSE,24.0,SE,SE,9.0,9.0,74.0,38.0,1027.7,1025.4,,,8.6,16.9,0,0,2013,5,2,0,5.105088062083414,5.497787143782138,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1498,1498,2013-05-03,Albury,1.7,20.6,0.0,NE,22.0,ENE,NNW,7.0,6.0,79.0,35.0,1027.4,1020.9,,,9.1,20.4,0,0,2013,5,3,0,0.7853981633974483,0.3926990816987241,1.9634954084936207,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1499,1499,2013-05-04,Albury,6.6,19.7,0.4,W,28.0,SSE,W,4.0,19.0,81.0,38.0,1021.9,1020.4,,,12.4,19.0,0,0,2013,5,4,0,3.141592653589793,5.105088062083414,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1500,1500,2013-05-05,Albury,1.6,17.9,0.0,SSE,17.0,SSE,E,7.0,9.0,66.0,35.0,1025.8,1022.6,,,9.3,16.3,0,0,2013,5,5,0,5.105088062083414,5.105088062083414,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1501,1501,2013-05-06,Albury,2.5,18.6,0.0,SE,22.0,E,SE,4.0,13.0,66.0,37.0,1027.2,1023.2,,,9.3,17.9,0,0,2013,5,6,0,5.497787143782138,0.0,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1502,1502,2013-05-11,Albury,5.7,23.4,0.0,SE,24.0,,SSE,0.0,13.0,81.0,39.0,1030.5,1025.1,,,12.6,23.1,0,0,2013,5,11,0,5.497787143782138,,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1503,1503,2013-05-12,Albury,5.0,24.2,0.0,NNE,46.0,,NNE,0.0,15.0,82.0,38.0,1025.0,1019.2,,4.0,11.4,22.7,0,1,2013,5,12,0,1.1780972450961724,,1.1780972450961724,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1504,1504,2013-05-13,Albury,11.3,15.7,9.8,W,41.0,N,W,15.0,22.0,96.0,65.0,1015.3,1013.6,8.0,8.0,14.0,15.0,1,1,2013,5,13,0,3.141592653589793,1.5707963267948966,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1505,1505,2013-05-14,Albury,1.9,11.6,4.6,N,22.0,,NNW,0.0,15.0,100.0,82.0,1015.8,1013.7,8.0,8.0,6.1,11.2,1,1,2013,5,14,0,1.5707963267948966,,1.9634954084936207,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1506,1506,2013-05-15,Albury,6.1,13.7,7.4,WNW,39.0,NE,NW,11.0,15.0,97.0,79.0,1012.2,1010.0,8.0,8.0,9.6,12.0,1,1,2013,5,15,0,2.748893571891069,0.7853981633974483,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1507,1507,2013-05-16,Albury,9.1,14.0,1.4,SW,50.0,NW,W,19.0,17.0,90.0,76.0,1010.7,1009.9,7.0,8.0,9.4,12.2,1,1,2013,5,16,0,3.9269908169872414,2.356194490192345,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1508,1508,2013-05-17,Albury,3.5,14.9,1.6,WNW,31.0,W,WNW,11.0,9.0,100.0,71.0,1015.9,1014.4,7.0,5.0,7.8,14.6,1,0,2013,5,17,0,2.748893571891069,3.141592653589793,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1509,1509,2013-05-18,Albury,1.4,13.1,0.0,W,31.0,WSW,W,2.0,15.0,100.0,62.0,1018.0,1016.0,8.0,8.0,5.6,12.4,0,0,2013,5,18,0,3.141592653589793,3.5342917352885173,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1510,1510,2013-05-19,Albury,0.6,15.0,0.2,WNW,28.0,S,W,4.0,19.0,100.0,63.0,1020.4,1018.0,8.0,7.0,5.0,13.3,0,1,2013,5,19,0,2.748893571891069,9.42477796076938,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1511,1511,2013-05-20,Albury,2.9,14.6,1.4,E,20.0,ENE,E,2.0,15.0,99.0,72.0,1020.3,1016.0,8.0,8.0,8.5,14.3,1,0,2013,5,20,0,0.0,0.3926990816987241,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1512,1512,2013-05-21,Albury,5.3,14.9,1.0,SSE,15.0,S,ESE,9.0,4.0,100.0,55.0,1018.1,1015.8,8.0,,6.9,14.3,0,0,2013,5,21,0,5.105088062083414,9.42477796076938,5.890486225480862,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1513,1513,2013-05-22,Albury,2.8,13.5,0.0,NNW,15.0,NNW,,4.0,0.0,98.0,79.0,1014.1,1011.7,,8.0,6.1,10.8,0,0,2013,5,22,0,1.9634954084936207,1.9634954084936207,,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1514,1514,2013-05-23,Albury,5.4,17.2,0.0,SE,33.0,SSE,SSE,17.0,20.0,59.0,45.0,1016.9,1017.6,,,13.5,16.9,0,0,2013,5,23,0,5.497787143782138,5.105088062083414,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1515,1515,2013-05-24,Albury,1.4,17.4,0.0,WNW,22.0,S,WNW,7.0,7.0,75.0,40.0,1024.2,1021.8,,,7.8,17.0,0,0,2013,5,24,0,2.748893571891069,9.42477796076938,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1516,1516,2013-05-25,Albury,-0.2,16.3,0.0,W,22.0,,WNW,0.0,11.0,100.0,57.0,1026.6,1024.8,8.0,,4.6,15.8,0,0,2013,5,25,0,3.141592653589793,,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1517,1517,2013-05-26,Albury,1.3,12.8,0.2,NNE,9.0,,S,0.0,6.0,100.0,81.0,1029.2,1026.0,8.0,,5.5,12.4,0,0,2013,5,26,0,1.1780972450961724,,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1518,1518,2013-05-27,Albury,1.1,16.6,0.0,SE,17.0,NNE,SE,7.0,9.0,100.0,53.0,1030.5,1028.2,8.0,,5.3,15.7,0,0,2013,5,27,0,5.497787143782138,1.1780972450961724,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1519,1519,2013-05-28,Albury,2.7,18.0,0.2,SE,15.0,,SE,0.0,11.0,79.0,62.0,1031.6,1027.7,,1.0,9.9,17.4,0,0,2013,5,28,0,5.497787143782138,,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1520,1520,2013-05-29,Albury,4.2,19.3,0.0,N,22.0,,SSE,0.0,7.0,100.0,57.0,1030.3,1026.1,7.0,1.0,7.8,19.0,0,0,2013,5,29,0,1.5707963267948966,,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1521,1521,2013-05-30,Albury,7.8,15.2,0.6,ENE,26.0,SSE,ENE,11.0,9.0,98.0,91.0,1026.6,1024.9,8.0,8.0,11.2,14.4,0,1,2013,5,30,0,0.3926990816987241,5.105088062083414,0.3926990816987241,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1522,1522,2013-05-31,Albury,11.2,17.6,16.0,NE,30.0,NE,NE,6.0,13.0,100.0,82.0,1026.2,1022.7,7.0,8.0,13.9,17.0,1,1,2013,5,31,0,0.7853981633974483,0.7853981633974483,0.7853981633974483,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1523,1523,2013-06-01,Albury,10.3,15.4,19.4,N,35.0,NNW,N,19.0,7.0,99.0,98.0,1015.9,1011.5,8.0,8.0,14.6,15.3,1,1,2013,6,1,0,1.5707963267948966,1.9634954084936207,1.5707963267948966,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1524,1524,2013-06-02,Albury,11.4,17.3,53.4,SSW,31.0,SSE,SSW,13.0,17.0,68.0,48.0,1013.4,1015.3,4.0,,12.3,16.9,1,0,2013,6,2,0,4.319689898685965,5.105088062083414,4.319689898685965,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1525,1525,2013-06-03,Albury,0.6,14.3,0.2,SW,22.0,,NW,0.0,11.0,84.0,70.0,1024.6,1023.0,,8.0,5.6,13.0,0,0,2013,6,3,0,3.9269908169872414,,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1526,1526,2013-06-04,Albury,1.9,14.5,0.0,S,11.0,ENE,SE,6.0,4.0,100.0,69.0,1027.8,1025.3,8.0,,5.5,13.8,0,0,2013,6,4,0,9.42477796076938,0.3926990816987241,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1527,1527,2013-06-05,Albury,3.5,13.6,0.0,E,59.0,,ENE,,13.0,100.0,71.0,1025.0,1022.2,5.0,,8.1,13.2,0,0,2013,6,5,0,0.0,,0.3926990816987241,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1528,1528,2013-06-06,Albury,5.8,15.0,0.4,N,22.0,SE,N,2.0,13.0,100.0,65.0,1021.9,1019.6,,8.0,8.5,14.8,0,1,2013,6,6,0,1.5707963267948966,5.497787143782138,1.5707963267948966,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1529,1529,2013-06-07,Albury,8.5,16.9,1.2,WNW,39.0,N,WNW,19.0,20.0,95.0,64.0,1020.1,1021.5,8.0,8.0,12.0,15.1,1,0,2013,6,7,0,2.748893571891069,1.5707963267948966,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1530,1530,2013-06-08,Albury,1.7,14.6,1.0,SE,13.0,E,NE,2.0,9.0,100.0,65.0,1031.3,1029.3,1.0,,7.2,13.4,0,0,2013,6,8,0,5.497787143782138,0.0,0.7853981633974483,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1531,1531,2013-06-09,Albury,0.6,13.8,0.2,WNW,13.0,,ESE,0.0,7.0,100.0,71.0,1028.2,1024.6,,1.0,5.3,13.2,0,0,2013,6,9,0,2.748893571891069,,5.890486225480862,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1532,1532,2013-06-10,Albury,3.1,13.8,0.0,NNW,13.0,,ESE,0.0,7.0,100.0,80.0,1021.1,1019.6,,8.0,7.8,13.2,0,0,2013,6,10,0,1.9634954084936207,,5.890486225480862,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1533,1533,2013-06-11,Albury,3.4,15.6,0.0,E,20.0,SSW,E,2.0,15.0,100.0,67.0,1022.1,1017.8,8.0,,6.4,15.4,0,1,2013,6,11,0,0.0,4.319689898685965,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1534,1534,2013-06-12,Albury,4.9,11.8,15.0,SE,28.0,SE,ESE,13.0,6.0,100.0,100.0,1011.4,1008.4,8.0,8.0,10.0,11.5,1,1,2013,6,12,0,5.497787143782138,5.497787143782138,5.890486225480862,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1535,1535,2013-06-13,Albury,10.0,13.4,16.8,WNW,28.0,N,W,7.0,13.0,,93.0,1007.1,1005.5,8.0,8.0,,12.3,1,1,2013,6,13,0,2.748893571891069,1.5707963267948966,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1536,1536,2013-06-14,Albury,4.3,12.2,3.6,NW,11.0,,SE,0.0,6.0,100.0,90.0,1009.0,1009.4,8.0,8.0,7.2,12.0,1,0,2013,6,14,0,2.356194490192345,,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1537,1537,2013-06-15,Albury,1.2,15.4,0.2,WNW,17.0,NW,E,4.0,7.0,93.0,51.0,1016.8,1016.7,,1.0,5.7,14.0,0,0,2013,6,15,0,2.748893571891069,2.356194490192345,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1538,1538,2013-06-16,Albury,-0.2,14.3,0.0,WNW,17.0,,WNW,0.0,9.0,83.0,51.0,1018.7,1015.5,,,4.8,14.0,0,0,2013,6,16,0,2.748893571891069,,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1539,1539,2013-06-17,Albury,0.3,10.4,0.2,S,11.0,,SW,0.0,2.0,100.0,83.0,1014.1,1011.9,8.0,7.0,4.5,10.2,0,0,2013,6,17,0,9.42477796076938,,3.9269908169872414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1540,1540,2013-06-18,Albury,3.1,15.5,0.6,SSW,15.0,WNW,WSW,2.0,11.0,100.0,63.0,1016.5,1016.0,5.0,6.0,7.0,14.5,0,0,2013,6,18,0,4.319689898685965,2.748893571891069,3.5342917352885173,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1541,1541,2013-06-19,Albury,0.8,14.5,0.0,SSE,24.0,,S,0.0,7.0,89.0,52.0,1025.8,1024.1,,,4.7,13.9,0,0,2013,6,19,0,5.105088062083414,,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1542,1542,2013-06-20,Albury,0.0,14.1,0.0,WSW,15.0,SE,SW,4.0,7.0,97.0,50.0,1026.3,1022.5,,,3.7,13.6,0,0,2013,6,20,0,3.5342917352885173,5.497787143782138,3.9269908169872414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1543,1543,2013-06-21,Albury,-0.5,13.2,0.2,SE,13.0,,SE,0.0,9.0,97.0,60.0,1022.8,1019.9,,,3.4,12.7,0,0,2013,6,21,0,5.497787143782138,,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1544,1544,2013-06-22,Albury,-1.3,13.9,0.0,SSE,15.0,ESE,S,6.0,7.0,87.0,53.0,1026.1,1024.8,,,3.9,13.7,0,0,2013,6,22,0,5.105088062083414,5.890486225480862,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1545,1545,2013-06-23,Albury,-0.4,14.1,0.0,SE,19.0,NNW,SSE,9.0,7.0,89.0,51.0,1031.2,1027.8,3.0,,4.3,13.9,0,0,2013,6,23,0,5.497787143782138,1.9634954084936207,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1546,1546,2013-06-24,Albury,2.0,13.1,0.0,SSE,26.0,,SSW,0.0,7.0,84.0,85.0,1026.9,1023.2,8.0,8.0,7.8,10.6,0,0,2013,6,24,0,5.105088062083414,,4.319689898685965,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1547,1547,2013-06-25,Albury,7.8,17.0,1.0,SSE,39.0,SSE,SSE,19.0,17.0,56.0,51.0,1023.0,1020.9,,,12.8,16.8,0,0,2013,6,25,0,5.105088062083414,5.105088062083414,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1548,1548,2013-06-26,Albury,0.9,16.8,0.0,SE,48.0,,ESE,0.0,6.0,81.0,51.0,1024.5,1021.8,,,6.5,16.0,0,0,2013,6,26,0,5.497787143782138,,5.890486225480862,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1549,1549,2013-06-27,Albury,-0.1,14.1,0.0,E,11.0,SE,ENE,6.0,7.0,95.0,67.0,1024.3,1021.3,,,3.6,12.6,0,0,2013,6,27,0,0.0,5.497787143782138,0.3926990816987241,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1550,1550,2013-06-28,Albury,2.0,16.0,0.0,N,13.0,,SE,0.0,6.0,92.0,59.0,1025.2,1022.4,5.0,,6.5,15.5,0,0,2013,6,28,0,1.5707963267948966,,5.497787143782138,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1551,1551,2013-06-29,Albury,4.3,18.4,0.0,WNW,17.0,,SSE,0.0,2.0,100.0,60.0,1026.2,1023.7,1.0,,7.1,17.5,0,0,2013,6,29,0,2.748893571891069,,5.105088062083414,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1552,1552,2013-06-30,Albury,1.4,15.7,0.0,W,19.0,,W,0.0,13.0,97.0,54.0,1028.2,1025.8,,,6.3,15.6,0,0,2013,6,30,0,3.141592653589793,,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1553,1553,2013-07-01,Albury,2.0,12.9,0.0,ENE,20.0,,NNE,0.0,9.0,100.0,82.0,1026.8,1024.8,8.0,7.0,7.4,12.5,0,0,2013,7,1,0,0.3926990816987241,,1.1780972450961724,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1554,1554,2013-07-02,Albury,7.4,16.0,0.6,WNW,26.0,NE,WNW,2.0,17.0,100.0,65.0,1025.8,1023.9,1.0,,11.2,15.7,0,0,2013,7,2,0,2.748893571891069,0.7853981633974483,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1555,1555,2013-07-03,Albury,3.1,14.8,0.0,E,15.0,,E,0.0,11.0,100.0,69.0,1025.7,1022.2,8.0,5.0,5.2,13.6,0,0,2013,7,3,0,0.0,,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1556,1556,2013-07-04,Albury,1.9,15.4,0.2,N,48.0,ENE,N,9.0,19.0,83.0,59.0,1016.4,1011.5,8.0,8.0,8.9,14.1,0,0,2013,7,4,0,1.5707963267948966,0.3926990816987241,1.5707963267948966,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1557,1557,2013-07-05,Albury,8.4,12.2,0.0,WNW,72.0,WNW,WNW,30.0,20.0,73.0,56.0,1011.7,1014.0,8.0,1.0,9.0,11.5,0,1,2013,7,5,0,2.748893571891069,2.748893571891069,2.748893571891069,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1558,1558,2013-07-06,Albury,4.8,13.3,1.6,NNW,35.0,NNW,NW,11.0,20.0,83.0,60.0,1021.6,1019.8,8.0,8.0,7.8,12.7,1,1,2013,7,6,0,1.9634954084936207,1.9634954084936207,2.356194490192345,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1559,1559,2013-07-07,Albury,6.1,13.0,2.2,WNW,39.0,N,E,11.0,7.0,91.0,74.0,1028.1,1027.4,8.0,6.0,8.2,11.5,1,1,2013,7,7,0,2.748893571891069,1.5707963267948966,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1560,1560,2013-07-08,Albury,4.6,13.9,2.6,W,26.0,NNE,W,6.0,17.0,100.0,61.0,1033.4,1032.5,4.0,3.0,7.6,13.2,1,0,2013,7,8,0,3.141592653589793,1.1780972450961724,3.141592653589793,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1561,1561,2013-07-09,Albury,-0.5,12.6,0.0,SE,17.0,,SSW,0.0,6.0,90.0,55.0,1037.3,1033.3,,,5.2,12.2,0,0,2013,7,9,0,5.497787143782138,,4.319689898685965,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1562,1562,2013-07-10,Albury,3.2,14.9,0.2,ESE,15.0,,S,0.0,6.0,78.0,55.0,1033.7,1031.1,,,6.1,14.3,0,0,2013,7,10,0,5.890486225480862,,9.42477796076938,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1563,1563,2013-07-11,Albury,1.7,15.1,0.0,SE,15.0,,E,0.0,7.0,84.0,60.0,1035.2,1032.0,,,6.6,13.9,0,0,2013,7,11,0,5.497787143782138,,0.0,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
1564,1564,2013-07-12,Albury,1.5,15.8,0.0,SE,19.0,NNW,ESE,4.0,7.0,100.0,64.0,1032.0,1028.3,3.0,8.0,5.1,14.4,0,0,2013,7,12,0,5.497787143782138,1.9634954084936207,5.890486225480862,-36.0804766,146.9162795,NSW,Evaporation_Sunshine,0,0
